Operation_ID,Date_ID,Region_ID,Department_ID,Operational_Cost,Delay_Time,Efficiency_Score
9652,20250412,7,1,10893,33,92
9653,20211020,2,3,8820,12,86
9654,20230909,7,9,12116,36,78
9655,20210313,4,10,8584,7,72
9656,20240706,7,15,13499,36,64
9657,20241003,7,10,24743,9,88
9658,20250211,5,3,10818,6,78
9659,20250103,1,12,11458,15,88
9660,20250923,6,7,9521,6,88
9661,20220531,7,5,8816,1,75
9662,20250316,6,3,24621,17,84
9663,20210506,4,13,13585,33,70
9664,20210412,1,12,3160,38,64
9665,20251224,4,14,19403,37,86
9666,20240218,3,4,3561,39,80
9667,20220528,6,14,13610,44,82
9668,20211024,4,10,21222,18,60
9669,20210722,3,14,22836,22,92
9670,20250513,2,9,3733,47,67
9671,20210323,4,13,10774,26,85
9672,20250424,5,5,3807,26,88
9673,20210830,3,12,8660,44,78
9674,20220504,7,11,19165,17,72
9675,20231001,7,3,19050,15,72
9676,20210121,5,6,22835,27,76
9677,20250912,5,8,6772,43,61
9678,20250809,2,2,9049,40,70
9679,20231224,7,1,19270,40,81
9680,20211002,5,4,12008,30,77
9681,20220817,5,15,4334,11,78
9682,20221102,5,10,14004,22,71
9683,20210310,5,15,13922,19,99
9684,20230924,6,13,5301,36,90
9685,20210127,1,11,20029,44,92
9686,20230518,3,14,11665,0,83
9687,20230822,2,1,3656,10,69
9688,20211209,6,5,13881,33,91
9689,20230521,4,13,20077,37,91
9690,20220426,3,8,6643,22,79
9691,20251222,7,6,18590,38,99
9692,20250803,5,9,15038,15,62
9693,20220330,2,14,22680,28,71
9694,20220805,5,2,4206,16,86
9695,20231118,2,1,10686,9,74
9696,20241004,5,4,12409,46,81
9697,20220731,7,11,3494,27,93
9698,20250426,3,3,5672,20,74
9699,20221020,2,15,19890,17,80
9700,20220918,2,7,9977,23,90
9701,20250830,4,11,18699,3,83
9702,20220716,5,1,3846,23,70
9703,20240705,2,5,22891,29,68
9704,20210729,7,8,20637,2,71
9705,20211016,4,10,9798,17,81
9706,20210313,7,14,17372,37,77
9707,20210929,1,11,20266,36,71
9708,20251016,2,5,24738,39,89
9709,20241117,3,12,22818,26,70
9710,20220414,3,9,3635,16,80
9711,20220531,7,8,17586,22,73
9712,20231015,2,7,14000,6,63
9713,20221027,3,5,23032,33,65
9714,20250205,1,15,14000,19,62
9715,20220421,3,4,12462,1,91
9716,20210731,4,7,10874,29,60
9717,20240628,3,9,19473,10,69
9718,20220128,2,7,2249,41,69
9719,20210630,7,2,12712,22,72
9720,20240915,5,7,6552,10,87
9721,20211110,6,3,3005,24,79
9722,20230515,3,10,20905,47,93
9723,20250519,7,5,5529,28,83
9724,20240909,4,10,9175,2,71
9725,20230809,7,6,7212,31,70
9726,20210529,3,8,4551,35,84
9727,20221002,3,9,16003,29,60
9728,20241109,6,6,5082,25,92
9729,20230831,1,2,20405,43,65
9730,20240527,1,15,3750,20,79
9731,20210624,7,6,22693,0,86
9732,20220708,3,6,6190,32,99
9733,20250813,7,9,20893,16,79
9734,20210318,2,12,14794,47,89
9735,20250701,6,14,24790,37,69
9736,20220420,2,7,10933,21,65
9737,20230809,5,14,19366,47,96
9738,20210127,3,3,12581,15,76
9739,20250614,2,2,4223,6,91
9740,20230505,4,9,6346,40,76
9741,20210522,3,5,23658,37,71
9742,20210115,2,5,9366,47,81
9743,20210220,1,7,22638,40,69
9744,20250923,5,12,18629,32,87
9745,20210608,2,10,8240,19,85
9746,20240610,7,4,16653,2,64
9747,20240424,6,12,15511,11,97
9748,20210530,6,2,13972,40,68
9749,20230814,2,6,16727,13,90
9750,20250910,7,3,6169,12,81
9751,20210128,4,10,22590,19,65
9752,20220630,3,14,5381,10,69
9753,20220712,7,12,18678,25,67
9754,20210910,7,14,2637,47,73
9755,20230606,3,9,13543,26,87
9756,20250530,2,5,8222,40,79
9757,20230502,7,9,14916,16,61
9758,20210514,4,9,19669,5,62
9759,20240413,1,10,2455,4,98
9760,20240807,1,2,15151,36,68
9761,20210720,7,1,18535,35,67
9762,20230829,1,10,9455,34,82
9763,20220218,1,12,23473,5,89
9764,20241014,4,4,2481,10,60
9765,20210118,3,11,9440,10,66
9766,20250724,4,12,18399,17,91
9767,20230529,2,1,24556,15,98
9768,20241117,3,10,9564,43,80
9769,20240113,3,12,5791,25,93
9770,20241028,7,13,22302,32,89
9771,20240917,4,14,24570,33,67
9772,20211109,3,8,6820,46,78
9773,20240324,3,9,12125,1,95
9774,20230414,2,10,20442,27,94
9775,20220702,5,12,12588,38,88
9776,20220218,2,7,19662,2,66
9777,20240407,6,4,19516,36,80
9778,20220412,6,4,16574,32,69
9779,20241228,2,8,14334,14,75
9780,20251116,6,4,2929,5,71
9781,20241011,3,5,10601,40,78
9782,20230624,5,1,17237,20,63
9783,20250123,3,13,15843,1,93
9784,20240821,2,7,8440,46,75
9785,20231126,4,5,7733,10,96
9786,20240922,2,8,4532,10,77
9787,20230616,2,10,7187,46,91
9788,20240509,1,9,20393,31,79
9789,20231114,2,12,6871,44,77
9790,20251114,7,13,7328,3,78
9791,20241001,7,12,24852,46,74
9792,20230516,1,3,8246,42,84
9793,20220525,6,15,18460,23,99
9794,20250120,1,13,21639,25,70
9795,20230126,3,2,21670,35,98
9796,20230830,7,14,18660,40,99
9797,20210726,7,7,5445,17,71
9798,20231018,3,6,24585,23,86
9799,20250330,5,4,7599,27,87
9800,20230111,1,12,23797,5,81
9801,20210308,7,6,13974,18,93
9802,20210508,6,8,4103,37,81
9803,20221111,3,4,19635,0,70
9804,20240225,1,8,18156,28,96
9805,20210128,4,6,17810,13,75
9806,20230828,1,10,9025,36,91
9807,20220104,1,9,3353,23,81
9808,20210630,4,12,5879,47,65
9809,20250812,2,13,5467,17,95
9810,20251123,5,11,15241,39,79
9811,20250915,3,15,19769,17,89
9812,20220502,5,10,23566,21,99
9813,20221121,7,7,11362,17,65
9814,20230502,2,8,19127,10,97
9815,20221120,5,4,19557,24,68
9816,20240712,4,15,10481,16,98
9817,20221220,2,10,11296,47,79
9818,20240719,2,6,2227,40,94
9819,20220815,5,14,17793,2,95
9820,20250812,1,13,21285,45,93
9821,20250606,1,9,18136,6,98
9822,20230721,1,12,14029,25,67
9823,20220916,6,2,10000,9,95
9824,20250914,7,3,11012,7,92
9825,20230321,5,13,3159,6,81
9826,20221119,1,4,20881,41,76
9827,20220905,3,7,3837,27,67
9828,20240615,1,9,17134,44,84
9829,20210208,5,1,2423,25,62
9830,20210328,5,5,2646,9,87
9831,20220724,7,1,23342,3,65
9832,20221002,2,2,12992,3,74
9833,20211208,1,7,23929,46,92
9834,20231120,3,2,18805,44,99
9835,20251120,6,13,20906,42,91
9836,20220909,3,15,16562,25,79
9837,20220211,2,11,2804,0,62
9838,20210425,6,14,13757,45,67
9839,20211210,2,14,5907,32,62
9840,20211110,1,2,12280,1,93
9841,20210319,2,3,21472,46,70
9842,20231228,1,12,13529,34,94
9843,20221121,4,3,14912,3,98
9844,20240804,3,7,9833,10,92
9845,20250424,7,15,3796,18,62
9846,20211123,7,12,14861,9,71
9847,20230402,7,3,14625,19,87
9848,20220710,7,14,12603,21,91
9849,20230201,4,1,13031,35,68
9850,20210627,3,13,24971,5,67
9851,20210809,7,11,5635,6,66
9852,20240129,1,11,4099,32,87
9853,20250921,4,4,7842,28,68
9854,20230122,4,2,10712,31,69
9855,20250911,6,9,16774,33,96
9856,20251231,1,11,20803,15,92
9857,20251017,6,10,3144,44,75
9858,20220507,1,9,16366,41,92
9859,20221011,7,13,8167,39,78
9860,20250209,2,7,10149,4,76
9861,20230920,5,9,24043,40,82
9862,20220618,6,15,8384,16,77
9863,20230214,7,4,18245,36,89
9864,20221123,6,12,18330,15,81
9865,20211013,2,5,22594,16,86
9866,20250728,5,10,23237,14,61
9867,20210213,2,5,9352,7,88
9868,20250223,4,2,17361,22,72
9869,20221220,4,15,11574,26,82
9870,20250817,1,5,6920,39,94
9871,20210109,7,2,6275,22,97
9872,20250914,7,7,4415,25,89
9873,20231203,5,9,2906,45,90
9874,20251210,3,5,13796,33,71
9875,20230329,3,9,11745,21,74
9876,20250420,3,12,8575,36,79
9877,20221117,4,13,10673,23,75
9878,20240909,5,1,22873,11,98
9879,20240929,7,13,5312,40,95
9880,20220627,4,11,5203,41,95
9881,20240415,2,13,12430,1,88
9882,20210611,6,1,12063,26,75
9883,20210903,2,12,13794,11,68
9884,20250416,2,11,4969,6,82
9885,20210315,7,10,12803,18,63
9886,20210610,2,15,22181,27,97
9887,20210328,5,8,2865,12,99
9888,20221004,5,5,13260,34,94
9889,20221013,3,12,19584,9,82
9890,20211012,3,15,12611,25,70
9891,20250202,1,4,7705,6,66
9892,20230624,3,2,10955,25,75
9893,20240804,2,8,4109,39,97
9894,20220823,2,5,15681,43,76
9895,20220302,2,2,10255,23,91
9896,20230528,5,5,11371,12,68
9897,20250102,6,5,20082,8,61
9898,20250318,5,10,5280,8,72
9899,20240823,1,3,10443,35,61
9900,20251204,7,1,19520,25,72
9901,20240520,4,14,4037,19,91
9902,20241109,3,7,2662,6,87
9903,20211227,2,13,16694,27,80
9904,20240214,6,14,19415,26,89
9905,20210605,4,15,24078,35,96
9906,20250307,4,10,2616,24,61
9907,20230430,5,11,10626,2,85
9908,20211024,7,12,11798,21,80
9909,20210427,7,1,22244,44,76
9910,20250131,1,3,15961,40,77
9911,20210409,5,15,14120,35,62
9912,20231106,7,5,21010,6,68
9913,20240321,6,1,21368,0,67
9914,20240428,6,13,8693,37,99
9915,20241202,4,3,16427,47,88
9916,20240813,2,13,17759,28,61
9917,20251102,1,15,20494,31,74
9918,20230119,1,4,3372,5,75
9919,20240510,1,14,20059,29,81
9920,20220903,3,9,8589,1,76
9921,20250515,2,12,23584,26,79
9922,20210602,2,10,9186,31,88
9923,20210712,4,10,20662,31,85
9924,20220809,6,6,18962,24,69
9925,20210824,2,3,20159,43,97
9926,20230420,1,9,12481,41,60
9927,20210329,5,12,20887,47,72
9928,20210404,6,1,13392,26,82
9929,20250908,3,14,15398,11,69
9930,20230216,4,10,2281,29,75
9931,20251214,4,13,9656,10,77
9932,20210613,2,15,2947,24,73
9933,20240713,1,3,11696,42,85
9934,20231126,1,10,10649,1,93
9935,20210315,6,5,18613,10,99
9936,20220518,5,3,10832,11,87
9937,20210528,4,6,9251,42,90
9938,20220210,3,6,13728,39,98
9939,20230604,5,10,21295,14,81
9940,20250320,2,13,5966,2,97
9941,20211004,7,3,6961,9,79
9942,20210110,5,12,21672,11,81
9943,20221227,7,8,12676,30,73
9944,20240409,6,6,12681,28,90
9945,20210825,2,2,13047,32,68
9946,20250612,6,3,19592,36,83
9947,20220810,2,1,6920,45,87
9948,20230302,7,11,22589,6,76
9949,20230819,4,10,5215,42,69
9950,20220705,6,4,22495,41,88
9951,20240104,7,13,24892,32,92
9952,20240831,5,9,19418,26,94
9953,20220417,1,3,14283,17,74
9954,20240909,2,3,18777,38,76
9955,20230628,7,9,11646,43,87
9956,20230823,5,5,16385,27,70
9957,20251002,3,4,10892,32,62
9958,20221119,1,2,11834,0,78
9959,20220222,7,15,15476,46,62
9960,20250507,7,13,13763,18,70
9961,20250419,3,12,10682,34,83
9962,20231111,1,15,18868,12,79
9963,20211013,3,11,7303,35,85
9964,20220620,4,14,13195,37,67
9965,20220406,5,2,5843,43,77
9966,20230116,7,14,13910,21,66
9967,20250829,4,5,12061,11,77
9968,20220728,2,10,12801,5,69
9969,20210124,6,7,23124,3,64
9970,20211210,7,1,10642,5,71
9971,20221102,1,9,21532,34,79
9972,20251210,6,12,17318,25,93
9973,20230715,2,6,3820,36,86
9974,20211012,4,7,15731,20,66
9975,20221220,3,4,5197,30,81
9976,20231219,7,5,10969,39,77
9977,20240718,5,9,12642,26,63
9978,20230131,4,5,23833,32,93
9979,20251027,6,2,21996,41,89
9980,20230302,1,12,15627,9,69
9981,20250530,1,12,21501,39,69
9982,20220312,5,5,14196,12,87
9983,20251110,1,5,17716,18,74
9984,20231003,2,8,10728,41,79
9985,20250226,1,11,14496,19,77
9986,20211102,3,1,4929,10,83
9987,20231224,6,6,3843,31,86
9988,20250817,7,10,15470,34,98
9989,20230922,3,11,10049,47,90
9990,20211101,3,7,21011,25,62
9991,20241125,2,12,5772,7,92
9992,20211129,4,1,4692,30,87
9993,20250704,4,2,9303,39,68
9994,20250621,1,1,21398,23,72
9995,20231002,6,1,11611,16,89
9996,20220821,3,13,19481,3,82
9997,20240105,2,4,12763,12,77
9998,20250129,4,3,11198,37,60
9999,20241117,2,1,23620,12,92
10000,20211210,4,13,21963,47,75
10001,20220503,6,10,15014,12,67
10002,20240517,4,9,24438,36,62
10003,20250109,1,3,17710,36,91
10004,20231030,6,4,18350,2,73
10005,20210727,2,8,2376,16,91
10006,20220410,2,11,12558,42,79
10007,20250130,7,13,16297,41,99
10008,20221213,6,12,6542,33,97
10009,20220820,3,15,24448,17,86
10010,20220306,6,12,20212,17,79
10011,20241025,7,13,8980,11,97
10012,20220719,1,5,7628,30,92
10013,20250125,5,11,10382,38,84
10014,20250309,1,6,9935,27,82
10015,20230424,2,6,2995,17,79
10016,20240930,2,1,5720,36,65
10017,20250310,1,5,4198,17,86
10018,20241117,4,8,3652,31,90
10019,20241112,1,6,22905,11,85
10020,20250609,4,9,14596,12,73
10021,20230118,6,12,24738,31,77
10022,20220420,6,14,13194,0,60
10023,20210503,5,10,20746,12,89
10024,20230109,4,15,7895,3,91
10025,20210819,2,14,2458,0,80
10026,20211104,3,14,16757,47,91
10027,20230125,4,15,20809,26,65
10028,20251205,5,8,13443,46,64
10029,20250210,6,13,18179,13,81
10030,20240330,5,14,21666,15,87
10031,20220524,6,10,6986,31,67
10032,20210223,4,4,6017,4,74
10033,20210813,2,10,13135,23,80
10034,20210912,5,15,22727,23,65
10035,20230907,4,1,3079,4,68
10036,20250712,6,14,13004,15,82
10037,20221217,4,2,6161,32,61
10038,20210526,5,3,8900,14,73
10039,20251023,2,12,6703,39,70
10040,20240626,2,12,20034,31,90
10041,20250530,6,14,18411,39,99
10042,20210729,6,13,11623,32,68
10043,20210902,4,13,8443,5,62
10044,20251225,2,5,24771,9,60
10045,20250719,6,1,19684,36,93
10046,20210121,6,5,19760,21,95
10047,20231124,1,13,3322,8,92
10048,20240303,4,1,11933,42,72
10049,20220330,1,4,15206,44,66
10050,20230228,4,11,2766,38,75
10051,20251226,3,12,18417,10,61
10052,20230923,7,1,21194,20,76
10053,20210914,2,6,22106,40,93
10054,20210720,2,14,3699,12,74
10055,20250501,5,15,3100,23,83
10056,20230727,1,7,10769,7,71
10057,20230814,7,6,24818,4,72
10058,20220425,2,12,23594,19,72
10059,20220818,5,2,4602,8,61
10060,20230629,1,15,20486,6,65
10061,20230226,3,10,24514,29,66
10062,20240420,7,2,17468,29,79
10063,20230426,4,5,4366,39,76
10064,20250520,1,4,20719,2,93
10065,20220205,4,12,15916,30,70
10066,20250927,6,7,3503,13,81
10067,20250604,1,15,19398,22,95
10068,20230419,4,10,6477,24,84
10069,20210603,7,8,20145,47,79
10070,20231226,1,4,23637,39,77
10071,20250921,2,7,12641,40,96
10072,20250309,7,5,12580,19,69
10073,20250911,4,8,2432,32,85
10074,20250616,6,7,15880,35,84
10075,20220123,3,2,23119,3,75
10076,20231102,7,13,2964,43,77
10077,20240111,6,1,16253,42,71
10078,20230221,2,3,18068,28,97
10079,20251012,3,13,21910,26,65
10080,20240413,7,2,23386,19,85
10081,20251025,3,10,5686,44,62
10082,20240113,4,6,8763,21,77
10083,20230313,3,13,13708,45,69
10084,20230620,7,3,15863,4,74
10085,20250508,2,2,9970,4,61
10086,20231015,6,2,4251,10,70
10087,20250911,2,15,16107,35,92
10088,20220228,1,14,8440,5,91
10089,20230917,5,10,18122,28,96
10090,20220505,3,4,17980,5,72
10091,20250702,5,1,10565,15,94
10092,20250213,6,4,4301,12,87
10093,20230410,7,15,12952,15,61
10094,20241211,1,1,21187,33,80
10095,20210513,6,14,19601,10,94
10096,20220819,3,6,21928,32,73
10097,20230209,4,15,6311,20,82
10098,20220907,5,11,14600,6,69
10099,20230718,7,13,18439,27,76
10100,20240330,5,2,2863,22,94
10101,20230505,2,9,3974,5,81
10102,20230610,3,11,18653,18,98
10103,20210218,6,15,24417,40,79
10104,20230101,5,12,5966,25,89
10105,20210803,5,5,23828,16,77
10106,20211123,3,9,22598,46,76
10107,20230823,6,11,12564,32,64
10108,20240128,6,5,5803,20,96
10109,20230913,2,9,23307,19,74
10110,20230227,4,3,9314,8,60
10111,20230713,4,10,2981,4,91
10112,20220119,3,2,7971,11,72
10113,20240625,7,13,2999,13,89
10114,20220608,3,3,6880,12,91
10115,20230317,5,15,15868,27,65
10116,20230722,3,10,5763,30,80
10117,20210925,2,1,20739,25,70
10118,20211230,1,10,11259,4,86
10119,20210711,2,15,14381,43,99
10120,20220628,5,2,21388,27,60
10121,20211017,4,2,11913,1,73
10122,20220414,1,6,3149,23,95
10123,20231004,5,5,15616,7,64
10124,20210408,6,4,3942,6,87
10125,20210614,3,10,7950,5,67
10126,20250720,2,9,14157,44,79
10127,20210706,5,13,23709,38,94
10128,20210730,5,13,4800,46,71
10129,20211207,3,13,6761,25,69
10130,20230410,2,7,18116,23,69
10131,20211031,1,4,18194,36,93
10132,20221022,7,10,24165,26,63
10133,20251012,1,8,17044,40,92
10134,20240902,3,7,10413,43,74
10135,20211231,3,3,7501,0,71
10136,20221024,7,7,2044,30,92
10137,20230302,3,7,22170,23,81
10138,20241108,6,15,2928,44,96
10139,20241127,3,7,23832,20,68
10140,20220210,7,7,12740,45,81
10141,20211203,4,5,3148,17,84
10142,20210811,1,10,8404,36,99
10143,20240810,1,7,18009,20,99
10144,20210323,2,12,24399,37,67
10145,20210216,3,2,4105,27,62
10146,20240531,6,15,10683,33,60
10147,20250223,6,8,18724,37,86
10148,20230529,1,6,13371,14,77
10149,20210219,7,8,11423,14,68
10150,20230221,5,11,11773,47,64
10151,20230415,7,9,3884,28,74
10152,20250402,4,13,18864,14,76
10153,20221127,5,3,4242,9,95
10154,20250504,6,3,19799,8,92
10155,20220713,7,12,24539,40,73
10156,20250216,3,2,14505,23,69
10157,20221111,4,12,8938,8,74
10158,20251112,2,10,24622,42,76
10159,20240629,5,14,4800,35,66
10160,20250809,7,6,5506,39,71
10161,20250803,1,13,21126,32,76
10162,20221231,5,5,23680,35,72
10163,20241109,2,3,5391,0,67
10164,20220527,6,8,12228,38,88
10165,20220214,5,8,14838,42,71
10166,20230817,7,14,13359,38,90
10167,20210523,4,4,22081,1,85
10168,20231208,2,8,16530,36,92
10169,20240910,3,10,11381,36,69
10170,20240128,1,3,3497,4,74
10171,20231109,3,2,20304,39,73
10172,20231011,6,4,22477,17,63
10173,20241214,7,10,24862,8,91
10174,20251230,2,7,20638,25,91
10175,20221222,2,3,9251,20,74
10176,20210722,7,8,2240,12,92
10177,20231010,1,1,5981,43,95
10178,20220527,2,14,15102,42,62
10179,20210327,6,8,3234,5,86
10180,20240527,4,3,24167,32,62
10181,20220205,1,13,5725,12,68
10182,20250910,3,1,3318,33,89
10183,20230719,1,13,22495,31,99
10184,20211120,4,9,10072,16,71
10185,20221215,7,14,24391,19,74
10186,20250504,4,5,23734,33,63
10187,20250502,3,3,8019,28,89
10188,20240801,5,2,7060,13,76
10189,20230322,4,3,23597,32,84
10190,20221219,6,2,7444,40,63
10191,20230513,2,1,11346,2,77
10192,20230514,4,6,21108,33,60
10193,20220717,3,2,5226,17,77
10194,20220208,3,15,17038,17,61
10195,20250102,4,3,20950,24,64
10196,20230730,6,14,18550,33,94
10197,20250209,7,15,6485,18,60
10198,20210922,2,9,21470,40,60
10199,20220615,3,1,3414,26,98
10200,20230529,7,4,24098,43,88
10201,20210325,7,15,3086,17,76
10202,20210708,5,6,20368,38,99
10203,20220107,7,14,12279,44,73
10204,20220324,6,2,7235,1,98
10205,20210304,2,13,12795,1,73
10206,20230826,4,13,9466,37,82
10207,20250107,2,2,21030,36,83
10208,20250727,7,10,9812,11,92
10209,20240723,1,15,20506,3,97
10210,20250623,7,5,12345,25,84
10211,20220501,4,8,8982,7,97
10212,20210108,4,7,21365,14,72
10213,20210608,4,6,23016,2,70
10214,20210607,2,10,14346,31,68
10215,20221213,7,15,22870,32,80
10216,20250604,3,4,3765,29,90
10217,20240201,5,6,20928,45,71
10218,20220916,4,9,21398,33,70
10219,20250610,4,8,7313,46,87
10220,20230407,4,9,5176,22,88
10221,20251231,5,11,22528,9,66
10222,20230607,6,15,3646,18,70
10223,20240806,6,7,4246,38,64
10224,20221109,6,5,9690,4,60
10225,20220704,7,2,7293,1,95
10226,20231212,2,1,11265,14,61
10227,20230118,5,5,9874,9,94
10228,20250402,5,12,10927,32,66
10229,20221216,4,1,11684,30,67
10230,20230713,5,13,8308,35,68
10231,20230216,1,8,10890,35,64
10232,20240612,7,1,16225,5,75
10233,20220603,2,12,12853,37,66
10234,20220313,2,9,21081,43,65
10235,20220721,2,11,5872,9,85
10236,20210825,6,5,15733,25,92
10237,20251206,6,8,19254,29,71
10238,20251121,5,14,9470,45,80
10239,20220825,6,9,22550,27,79
10240,20250426,1,4,10591,38,86
10241,20221202,4,13,24947,34,81
10242,20251014,2,15,3841,3,96
10243,20220225,1,3,9062,20,89
10244,20210217,1,12,10545,32,77
10245,20220307,5,14,2796,42,87
10246,20210114,2,1,16958,11,85
10247,20211125,5,10,20372,11,63
10248,20230717,6,3,7577,20,66
10249,20230207,4,12,12528,12,83
10250,20250723,4,14,23458,23,71
10251,20251007,3,14,10894,23,90
10252,20230120,3,4,18707,3,67
10253,20221222,5,7,5604,22,79
10254,20250305,4,5,20541,47,63
10255,20210415,7,1,22292,12,64
10256,20220910,6,12,8498,36,90
10257,20220310,2,13,21475,44,97
10258,20220320,4,6,11626,12,77
10259,20240323,2,9,4385,43,88
10260,20250227,6,8,7194,33,64
10261,20231226,4,9,16522,35,97
10262,20240419,7,15,13177,47,89
10263,20220731,7,11,10856,21,71
10264,20221205,3,4,3599,26,67
10265,20250918,4,7,14538,2,64
10266,20231104,6,11,17831,26,84
10267,20250712,1,3,14163,21,64
10268,20210305,6,1,21204,44,75
10269,20230504,4,11,17582,28,87
10270,20240109,7,7,4107,9,80
10271,20231008,7,11,3224,40,71
10272,20231108,1,15,21816,1,71
10273,20230311,6,2,16585,19,79
10274,20251208,4,8,20733,44,94
10275,20221122,6,5,11515,2,74
10276,20230623,3,15,16367,32,77
10277,20231117,7,13,21039,20,61
10278,20251117,5,8,2511,11,92
10279,20210609,1,4,6100,35,78
10280,20220313,5,15,18989,35,66
10281,20240213,3,11,6939,42,85
10282,20250322,1,13,2795,22,65
10283,20240624,5,3,6719,41,69
10284,20240928,7,8,3093,40,69
10285,20240327,3,5,8214,37,70
10286,20250325,7,1,19227,41,94
10287,20220522,2,4,18060,28,79
10288,20250910,4,10,5772,43,89
10289,20221009,6,14,20113,1,99
10290,20220912,3,15,23783,46,97
10291,20250902,6,8,6001,8,75
10292,20221121,5,3,16253,18,73
10293,20240724,2,2,19902,1,99
10294,20240416,7,14,8765,36,80
10295,20210202,6,13,2047,18,63
10296,20251026,2,4,6368,20,66
10297,20230820,4,12,17604,5,67
10298,20250330,3,5,9274,24,98
10299,20231215,3,15,16105,38,67
10300,20250311,3,15,13505,18,98
10301,20220208,6,9,5745,10,74
10302,20250130,2,1,6161,39,92
10303,20210415,2,11,20381,41,78
10304,20241013,6,14,6884,41,92
10305,20220820,5,4,6016,29,64
10306,20241206,7,12,2616,47,81
10307,20240927,5,15,15132,17,69
10308,20210422,6,7,12027,7,80
10309,20250829,4,14,18324,0,90
10310,20220728,1,10,16652,34,86
10311,20230912,4,6,19770,5,72
10312,20221215,7,14,19632,29,64
10313,20240620,5,8,2274,1,87
10314,20250902,2,1,9863,19,88
10315,20240306,4,9,5506,46,68
10316,20250203,7,14,18965,16,94
10317,20220312,3,1,20771,4,61
10318,20230128,3,13,23720,8,68
10319,20230127,5,3,24604,39,79
10320,20250522,6,11,2720,0,71
10321,20250928,7,1,19451,35,93
10322,20230414,2,9,22509,23,60
10323,20250728,5,8,4391,39,67
10324,20230327,5,2,10632,2,77
10325,20250321,1,12,6218,8,95
10326,20210801,4,11,16064,44,83
10327,20210825,3,12,19708,45,62
10328,20230219,3,14,22306,10,67
10329,20221014,6,6,16867,27,84
10330,20220524,4,14,22838,22,90
10331,20220414,3,8,20521,15,91
10332,20240331,6,1,14988,11,63
10333,20210215,5,3,20111,42,94
10334,20220405,2,12,8359,4,70
10335,20250103,4,6,6077,37,72
10336,20250209,4,13,16170,11,72
10337,20210313,6,15,10438,23,72
10338,20241102,2,11,20070,18,86
10339,20220625,1,11,3154,46,60
10340,20220103,4,13,13118,37,63
10341,20210312,4,13,22284,20,86
10342,20250413,5,2,10437,29,67
10343,20240828,4,13,23534,42,70
10344,20240914,2,6,15135,45,79
10345,20250105,6,2,18400,10,69
10346,20240207,7,12,8517,5,69
10347,20230203,7,5,9151,27,85
10348,20220922,3,4,20262,6,60
10349,20210324,6,6,16790,35,89
10350,20241108,1,12,9372,16,62
10351,20251112,7,8,13221,29,86
10352,20240425,1,10,7330,25,66
10353,20230903,5,2,15305,42,86
10354,20220108,7,9,4886,3,98
10355,20240901,6,9,11306,29,62
10356,20240402,3,4,13629,22,67
10357,20240906,6,11,14001,44,97
10358,20240901,5,15,17251,8,99
10359,20241204,7,5,21400,34,86
10360,20211223,3,11,13015,2,65
10361,20231228,1,8,8831,19,62
10362,20250521,1,15,11369,0,80
10363,20240721,1,5,5819,10,93
10364,20220223,5,11,2925,19,70
10365,20241024,3,5,12084,2,80
10366,20250302,3,8,18821,38,92
10367,20241027,4,7,6752,15,62
10368,20240226,7,15,22982,36,64
10369,20240806,4,9,18837,8,68
10370,20210119,5,13,17147,7,74
10371,20250619,5,7,13712,4,71
10372,20240315,2,12,17750,10,72
10373,20240405,2,4,7763,38,64
10374,20241204,3,10,13340,12,61
10375,20250918,5,13,24019,8,79
10376,20250307,3,6,15474,28,86
10377,20241106,3,4,11328,6,87
10378,20240623,1,2,9381,43,91
10379,20231024,5,9,13637,42,94
10380,20251214,2,8,16853,46,67
10381,20250111,6,15,8662,38,96
10382,20250925,5,6,21971,32,96
10383,20250813,1,3,12011,36,82
10384,20221031,5,14,13312,14,62
10385,20210607,7,12,22377,4,67
10386,20220426,2,5,4672,9,64
10387,20241210,1,12,12016,32,67
10388,20250814,7,13,4731,15,89
10389,20210323,5,12,23556,19,96
10390,20231229,2,6,4615,25,92
10391,20210913,3,5,18830,20,64
10392,20231120,2,12,3288,11,81
10393,20250528,2,10,14893,11,89
10394,20250313,3,6,24469,25,97
10395,20250508,2,3,5418,8,75
10396,20210731,3,14,4194,42,69
10397,20220330,3,6,21875,33,90
10398,20251110,1,5,22105,17,87
10399,20250306,4,13,17278,31,86
10400,20240120,4,12,2224,39,82
10401,20220419,5,5,5389,26,99
10402,20251021,7,4,8479,8,71
10403,20230720,1,5,13690,36,82
10404,20230728,5,12,22285,16,87
10405,20210228,5,14,21621,25,64
10406,20250819,1,12,21769,21,99
10407,20220714,4,1,23603,15,99
10408,20220505,1,12,5432,1,89
10409,20210505,1,8,22572,41,70
10410,20220726,3,14,2912,4,79
10411,20250611,7,1,23669,32,99
10412,20210918,5,2,16254,28,73
10413,20241215,5,3,18469,5,89
10414,20251224,7,10,7455,11,95
10415,20211104,3,5,2849,3,61
10416,20230101,3,14,7163,4,64
10417,20251129,7,2,11079,1,68
10418,20220714,6,7,9263,23,97
10419,20250424,7,9,6362,8,79
10420,20220613,4,15,14243,24,98
10421,20230206,1,12,18663,23,87
10422,20250813,6,13,10806,41,68
10423,20210206,1,7,3760,39,76
10424,20241127,4,10,21069,2,96
10425,20240705,6,3,15409,5,81
10426,20250731,4,5,14755,13,92
