Transaction_ID,Date_ID,Department_ID,Revenue,Cost,Profit
11202,20210928,10,19192,16901,2291
11203,20221114,13,5098,18890,-13792
11204,20211224,8,14582,29449,-14867
11205,20221124,14,12686,12264,422
11206,20210824,11,43448,10180,33268
11207,20250930,15,25783,18873,6910
11208,20240906,15,46072,16985,29087
11209,20251103,7,14252,15342,-1090
11210,20230802,8,39179,7281,31898
11211,20231017,5,44582,3477,41105
11212,20251214,11,6306,10193,-3887
11213,20250522,14,24329,17643,6686
11214,20251213,11,32808,18461,14347
11215,20231026,14,9721,9435,286
11216,20240922,12,22032,6764,15268
11217,20230509,10,48856,16724,32132
11218,20211204,1,39888,15026,24862
11219,20230214,1,47395,29244,18151
11220,20231230,11,28586,7425,21161
11221,20231006,12,9098,11348,-2250
11222,20210416,10,25396,20091,5305
11223,20220403,2,43881,9587,34294
11224,20240926,14,38797,8632,30165
11225,20250730,7,13460,8272,5188
11226,20210815,9,11422,20342,-8920
11227,20230930,1,28167,19689,8478
11228,20210928,15,34390,12563,21827
11229,20210809,14,13694,3969,9725
11230,20240404,3,44659,24479,20180
11231,20220114,13,24120,18935,5185
11232,20250822,3,37760,16712,21048
11233,20211224,2,21866,16694,5172
11234,20250605,15,12772,22863,-10091
11235,20210916,8,46655,25654,21001
11236,20250113,11,21593,27716,-6123
11237,20230327,2,25025,9472,15553
11238,20230425,14,10436,2746,7690
11239,20210125,8,42819,19858,22961
11240,20220626,6,32487,21249,11238
11241,20210524,4,8954,7640,1314
11242,20220430,1,27959,21385,6574
11243,20220826,13,30211,6000,24211
11244,20230521,6,47765,12109,35656
11245,20230906,1,37051,18808,18243
11246,20210104,3,21442,8303,13139
11247,20221220,3,49911,10717,39194
11248,20220204,9,34685,27332,7353
11249,20240217,14,24287,26914,-2627
11250,20231116,12,28687,16831,11856
11251,20210801,8,36083,29631,6452
11252,20220125,11,21453,3567,17886
11253,20241212,4,42581,2119,40462
11254,20221211,9,20737,29079,-8342
11255,20250207,13,21885,25479,-3594
11256,20221227,9,27570,17113,10457
11257,20230515,15,10217,16620,-6403
11258,20211016,2,33666,20403,13263
11259,20230203,13,19584,17559,2025
11260,20221008,15,7164,8428,-1264
11261,20251202,7,41353,12385,28968
11262,20230218,2,11669,12047,-378
11263,20240729,6,13708,14005,-297
11264,20230306,11,35086,10304,24782
11265,20210320,12,37273,21362,15911
11266,20220314,12,12936,21903,-8967
11267,20230207,2,41365,10805,30560
11268,20220824,9,37322,3972,33350
11269,20230930,3,47857,3373,44484
11270,20251126,15,9834,24681,-14847
11271,20250619,7,21388,18713,2675
11272,20250117,10,20410,16810,3600
11273,20230630,4,31954,5168,26786
11274,20221119,7,21564,10318,11246
11275,20240228,1,34291,10452,23839
11276,20250130,15,20567,15738,4829
11277,20220329,10,21459,23094,-1635
11278,20210311,13,17001,18159,-1158
11279,20250515,4,11558,26622,-15064
11280,20221021,14,11697,3509,8188
11281,20220908,3,11389,6358,5031
11282,20230912,5,10308,18130,-7822
11283,20210715,5,7528,17850,-10322
11284,20241222,13,41874,19920,21954
11285,20220429,3,40310,12692,27618
11286,20210718,2,18175,21346,-3171
11287,20250316,10,46716,24024,22692
11288,20211130,12,40186,14422,25764
11289,20250908,1,23997,17942,6055
11290,20240120,3,20237,3098,17139
11291,20211104,14,36133,4409,31724
11292,20210401,14,20699,3133,17566
11293,20251111,11,15266,11979,3287
11294,20250623,1,46177,19981,26196
11295,20220216,11,34373,7064,27309
11296,20251010,2,27838,13703,14135
11297,20230518,7,20456,4900,15556
11298,20240114,9,13497,19265,-5768
11299,20210807,5,20481,27307,-6826
11300,20210606,12,24120,12172,11948
11301,20210630,13,15567,27275,-11708
11302,20240314,5,6484,29460,-22976
11303,20221104,14,43817,9944,33873
11304,20210911,10,23856,23109,747
11305,20211016,12,38273,7156,31117
11306,20250202,10,17570,3355,14215
11307,20231215,8,7768,27054,-19286
11308,20251114,3,39475,14735,24740
11309,20250812,4,25278,29802,-4524
11310,20230629,1,44898,16150,28748
11311,20251227,1,43340,8875,34465
11312,20220917,6,49912,12772,37140
11313,20240709,3,21932,6306,15626
11314,20230307,9,9497,13107,-3610
11315,20231123,12,23504,24455,-951
11316,20250209,13,28750,2169,26581
11317,20240414,8,14193,22662,-8469
11318,20250605,8,39645,4087,35558
11319,20230220,14,28728,20405,8323
11320,20240423,7,13075,19404,-6329
11321,20210705,6,22984,14672,8312
11322,20250227,1,27067,12438,14629
11323,20240420,4,8435,19347,-10912
11324,20240519,9,21649,12751,8898
11325,20240109,3,38346,27433,10913
11326,20231128,2,27607,23208,4399
11327,20250726,12,13760,25636,-11876
11328,20231129,12,40520,3967,36553
11329,20250302,1,8517,28492,-19975
11330,20250916,15,28047,10509,17538
11331,20240610,12,7497,4046,3451
11332,20210528,5,38239,3185,35054
11333,20250924,1,20034,16152,3882
11334,20250308,15,7417,5941,1476
11335,20230608,5,47344,29358,17986
11336,20240116,9,46500,5216,41284
11337,20210112,13,40093,21401,18692
11338,20230209,12,26967,27229,-262
11339,20251130,6,10214,22556,-12342
11340,20240112,11,32059,5290,26769
11341,20240828,1,44486,15415,29071
11342,20220207,1,14321,27483,-13162
11343,20240210,4,38321,14293,24028
11344,20241213,4,28757,28558,199
11345,20210403,15,14910,15301,-391
11346,20240705,4,29592,11293,18299
11347,20250313,10,47890,16452,31438
11348,20230413,13,36884,23166,13718
11349,20210321,4,7441,27194,-19753
11350,20240607,15,26485,3332,23153
11351,20220521,1,31303,26441,4862
11352,20210619,12,37294,9455,27839
11353,20240617,7,40436,27510,12926
11354,20240621,1,47411,3550,43861
11355,20210225,3,10186,18201,-8015
11356,20220725,2,41789,15817,25972
11357,20250615,2,5701,22074,-16373
11358,20240301,4,29422,26336,3086
11359,20230514,7,12132,23256,-11124
11360,20210827,6,47213,17058,30155
11361,20230223,13,25771,29735,-3964
11362,20220116,14,31947,4135,27812
11363,20240222,15,17961,20559,-2598
11364,20230623,9,45366,20118,25248
11365,20220723,2,20350,8835,11515
11366,20240216,5,5800,9893,-4093
11367,20230324,2,12533,21979,-9446
11368,20250610,2,32149,15233,16916
11369,20241111,12,40257,22715,17542
11370,20220921,15,19064,7366,11698
11371,20220603,15,44015,18755,25260
11372,20220303,12,26468,28145,-1677
11373,20220209,1,26990,14876,12114
11374,20210613,6,27976,11255,16721
11375,20210829,13,17074,27325,-10251
11376,20220227,11,41727,9703,32024
11377,20230829,13,40204,16008,24196
11378,20211014,8,39633,14556,25077
11379,20240531,3,42315,25278,17037
11380,20241225,10,21345,19457,1888
11381,20210204,5,32544,11379,21165
11382,20240217,8,5144,13101,-7957
11383,20240830,8,18568,19601,-1033
11384,20220129,3,38473,12923,25550
11385,20250114,14,32654,15040,17614
11386,20250803,3,34476,14842,19634
11387,20211119,1,28443,29825,-1382
11388,20241111,3,44786,6775,38011
11389,20230731,13,6653,7654,-1001
11390,20250429,8,19978,13968,6010
11391,20210428,5,28606,14315,14291
11392,20220614,12,45931,8855,37076
11393,20220309,12,6266,7297,-1031
11394,20210517,7,9167,7784,1383
11395,20250803,12,9329,18954,-9625
11396,20240413,8,26410,26361,49
11397,20251116,1,33824,9149,24675
11398,20231208,5,22761,20301,2460
11399,20211018,11,10510,7198,3312
11400,20210318,4,36049,21682,14367
11401,20230322,3,38137,3016,35121
11402,20220518,13,31193,5085,26108
11403,20241128,2,42806,24019,18787
11404,20220815,7,25394,18020,7374
11405,20240514,13,40099,4129,35970
11406,20240721,3,5708,29464,-23756
11407,20230616,11,49806,26683,23123
11408,20251110,4,28183,3458,24725
11409,20250806,3,34618,26748,7870
11410,20221207,3,18747,23516,-4769
11411,20231118,9,25650,13089,12561
11412,20251018,4,13294,8606,4688
11413,20230210,5,46605,26549,20056
11414,20220430,6,26484,8363,18121
11415,20221114,2,27068,23694,3374
11416,20230430,15,47677,5499,42178
11417,20230918,13,30962,17198,13764
11418,20220728,5,8291,12088,-3797
11419,20250110,3,35830,13503,22327
11420,20240528,11,28238,24432,3806
11421,20230712,11,22504,19968,2536
11422,20240418,10,11418,6470,4948
11423,20220928,8,23807,23721,86
11424,20220518,11,10563,21657,-11094
11425,20211121,15,36160,18632,17528
11426,20211015,1,34358,22291,12067
11427,20240305,15,27297,21548,5749
11428,20220815,1,44576,29143,15433
11429,20220319,1,48802,25407,23395
11430,20240622,9,45999,8963,37036
11431,20220501,3,24569,29051,-4482
11432,20250501,11,42659,8304,34355
11433,20230812,10,14178,10420,3758
11434,20210526,4,5064,13547,-8483
11435,20230822,3,42668,25975,16693
11436,20230703,1,12259,6585,5674
11437,20231018,4,30009,12894,17115
11438,20251201,3,39766,10042,29724
11439,20231123,14,48031,25239,22792
11440,20231213,13,39799,17164,22635
11441,20230712,2,19877,12232,7645
11442,20240717,1,8695,20691,-11996
11443,20221124,12,43330,15614,27716
11444,20221209,11,40363,12731,27632
11445,20210602,12,31706,13646,18060
11446,20210806,3,43929,9283,34646
11447,20221002,11,38049,3183,34866
11448,20230225,8,42914,15749,27165
11449,20240816,9,31785,13102,18683
11450,20211227,10,44690,10872,33818
11451,20220811,14,19714,5158,14556
11452,20240323,15,45688,27185,18503
11453,20250714,13,43151,5658,37493
11454,20240622,7,12660,18379,-5719
11455,20240516,8,41858,21111,20747
11456,20210707,3,33449,27694,5755
11457,20210426,8,41059,16792,24267
11458,20231116,3,25457,13479,11978
11459,20211201,8,41492,9270,32222
11460,20220801,9,10749,8315,2434
11461,20230930,11,42267,11325,30942
11462,20210306,13,29418,21253,8165
11463,20250208,2,5870,4231,1639
11464,20240505,3,19363,21210,-1847
11465,20250523,10,35894,29711,6183
11466,20220825,7,42550,2810,39740
11467,20220620,7,46659,25809,20850
11468,20240121,6,35416,15869,19547
11469,20231104,14,6151,4317,1834
11470,20231214,14,48603,18523,30080
11471,20210601,8,43002,17395,25607
11472,20250307,1,20358,21371,-1013
11473,20230429,6,13299,12526,773
11474,20220224,9,17634,16143,1491
11475,20240607,13,19505,5002,14503
11476,20250923,4,5003,5006,-3
11477,20230523,15,42267,6181,36086
11478,20210701,3,44251,21495,22756
11479,20211226,13,40843,15786,25057
11480,20210319,14,42951,9148,33803
11481,20220712,10,9783,6712,3071
11482,20220123,14,9704,8965,739
11483,20220406,2,26280,20493,5787
11484,20250721,8,32028,3517,28511
11485,20220911,14,8655,29236,-20581
11486,20220210,4,48472,7435,41037
11487,20231110,9,46488,4501,41987
11488,20230703,4,6432,29668,-23236
11489,20220413,11,16771,14241,2530
11490,20250501,3,41283,3001,38282
11491,20240916,14,19653,21124,-1471
11492,20210410,14,42173,20119,22054
11493,20211020,11,37974,19186,18788
11494,20210213,2,40866,25154,15712
11495,20240409,15,17173,23341,-6168
11496,20250907,3,16383,28872,-12489
11497,20220525,15,45226,15960,29266
11498,20230815,2,32369,19957,12412
11499,20240110,3,38658,13072,25586
11500,20230515,9,13913,10863,3050
11501,20251231,13,14404,23930,-9526
11502,20231229,14,21036,15675,5361
11503,20240602,4,19454,4747,14707
11504,20220309,11,28038,16336,11702
11505,20211103,10,29160,19647,9513
11506,20250612,8,13248,29214,-15966
11507,20220419,7,33349,29753,3596
11508,20250809,10,34377,6880,27497
11509,20230215,7,7066,4039,3027
11510,20241010,12,18304,26925,-8621
11511,20240717,10,38367,11394,26973
11512,20210223,6,45775,17383,28392
11513,20210129,12,10564,24990,-14426
11514,20240430,7,48731,8455,40276
11515,20210826,14,41030,9594,31436
11516,20220722,14,13566,21238,-7672
11517,20220502,9,43211,28946,14265
11518,20220708,9,25495,22876,2619
11519,20220922,2,23657,19093,4564
11520,20230818,4,29571,26628,2943
11521,20211124,11,45993,28355,17638
11522,20231016,7,14714,12277,2437
11523,20250720,11,26210,15316,10894
11524,20250420,12,10480,20779,-10299
11525,20220424,11,20697,15192,5505
11526,20250914,4,25745,13960,11785
11527,20230106,7,12749,25021,-12272
11528,20240515,4,16151,8760,7391
11529,20220927,2,42380,29767,12613
11530,20240729,1,27971,17020,10951
11531,20230918,11,12144,8338,3806
11532,20210323,11,24131,17756,6375
11533,20250507,12,26315,11297,15018
11534,20240613,1,11748,12695,-947
11535,20210402,12,32162,19052,13110
11536,20210714,11,43624,13929,29695
11537,20250422,4,43957,3905,40052
11538,20210110,5,45734,13689,32045
11539,20220215,8,37745,20883,16862
11540,20250414,5,49823,25434,24389
11541,20220526,6,33812,21487,12325
11542,20211230,13,45159,26291,18868
11543,20210406,1,28993,16350,12643
11544,20211204,15,29623,9712,19911
11545,20240330,10,38517,16528,21989
11546,20251229,4,6695,27058,-20363
11547,20210321,13,28084,18697,9387
11548,20210528,11,33509,22144,11365
11549,20241227,7,47797,16466,31331
11550,20230412,7,37051,20393,16658
11551,20240602,10,28188,19917,8271
11552,20250919,5,9670,23987,-14317
11553,20220922,7,38501,19728,18773
11554,20221211,7,22013,28932,-6919
11555,20230222,4,21594,4392,17202
11556,20230116,8,29239,19393,9846
11557,20250530,2,44471,25634,18837
11558,20220417,14,35271,9130,26141
11559,20230514,6,19736,28564,-8828
11560,20220908,13,17846,11316,6530
11561,20250922,9,42825,20959,21866
11562,20250507,4,37639,21291,16348
11563,20210805,11,46093,17051,29042
11564,20220324,7,11120,14003,-2883
11565,20231220,9,33736,6455,27281
11566,20250907,6,27665,2993,24672
11567,20240102,3,38878,12278,26600
11568,20251218,2,29842,26501,3341
11569,20220908,5,42892,5714,37178
11570,20250707,2,45102,2314,42788
11571,20230717,4,29587,27088,2499
11572,20230417,4,7818,6948,870
11573,20231228,4,9343,21982,-12639
11574,20210710,2,9117,9464,-347
11575,20220924,6,22635,24404,-1769
11576,20230424,4,22099,3177,18922
11577,20240522,13,14606,2793,11813
11578,20210810,4,35533,19690,15843
11579,20220517,10,15614,11500,4114
11580,20220711,15,12590,15032,-2442
11581,20241101,7,32627,19068,13559
11582,20230928,6,19539,19518,21
11583,20210213,2,22357,12518,9839
11584,20240919,4,10679,23681,-13002
11585,20250312,9,33118,29618,3500
11586,20241216,10,22733,18882,3851
11587,20210831,9,26924,18289,8635
11588,20210129,10,27499,8457,19042
11589,20210223,10,47877,9307,38570
11590,20250811,10,35248,21402,13846
11591,20210109,11,39308,22987,16321
11592,20210201,15,34245,24107,10138
11593,20250703,1,25436,9915,15521
11594,20230917,3,30436,28288,2148
11595,20210711,1,22275,17077,5198
11596,20251118,2,33781,2886,30895
11597,20210613,13,20311,25970,-5659
11598,20220322,1,47857,8404,39453
11599,20221024,11,39667,3080,36587
11600,20230410,2,48837,15849,32988
11601,20230116,5,8041,29156,-21115
11602,20250301,12,20723,28490,-7767
11603,20240513,5,45519,3338,42181
11604,20231109,5,30426,27406,3020
11605,20210301,12,31869,5188,26681
11606,20230428,14,43260,3020,40240
11607,20221011,1,46106,7716,38390
11608,20210212,2,32323,11896,20427
11609,20240114,7,34207,8677,25530
11610,20250415,13,32182,24146,8036
11611,20211016,8,27124,14760,12364
11612,20241111,6,15071,9655,5416
11613,20220727,13,47735,7699,40036
11614,20210521,10,34858,17474,17384
11615,20230501,1,24923,3596,21327
11616,20210805,15,29843,26333,3510
11617,20231018,9,32956,9564,23392
11618,20241211,11,24684,27451,-2767
11619,20230227,7,7592,6284,1308
11620,20250713,6,23162,5006,18156
11621,20230315,1,20081,15325,4756
11622,20211006,10,32308,9213,23095
11623,20210119,5,34935,10202,24733
11624,20240329,6,13937,28783,-14846
11625,20210603,2,37339,17966,19373
11626,20221205,4,8499,5942,2557
11627,20240517,4,49369,19517,29852
11628,20211127,10,19657,20657,-1000
11629,20230303,14,31711,21018,10693
11630,20210412,1,37346,13295,24051
11631,20230701,6,10991,20570,-9579
11632,20230830,1,30617,19145,11472
11633,20250217,1,19115,29185,-10070
11634,20240130,5,19648,29616,-9968
11635,20210827,9,27753,17952,9801
11636,20211204,11,6644,27604,-20960
11637,20221101,15,27666,26388,1278
11638,20210812,8,5277,18806,-13529
11639,20210421,11,23923,19189,4734
11640,20210204,4,42228,5976,36252
11641,20220610,2,19665,14526,5139
11642,20210415,8,35653,19705,15948
11643,20230306,3,11163,13747,-2584
11644,20240728,13,19896,19694,202
11645,20220823,2,23956,13744,10212
11646,20240405,11,25145,15751,9394
11647,20240526,14,31383,27930,3453
11648,20221030,9,47786,28852,18934
11649,20221125,2,26022,25634,388
11650,20250113,8,6336,8763,-2427
11651,20250106,6,34315,5200,29115
11652,20240711,3,17678,29696,-12018
11653,20250328,15,47350,13323,34027
11654,20230505,1,8194,14493,-6299
11655,20220725,5,27747,17050,10697
11656,20241224,13,37724,28330,9394
11657,20220514,5,10478,25177,-14699
11658,20251129,10,18847,8421,10426
11659,20210318,6,26326,13230,13096
11660,20231014,11,20312,12124,8188
11661,20240817,14,5724,2984,2740
11662,20210809,9,36803,3242,33561
11663,20220112,13,17536,12310,5226
11664,20221225,9,11668,29157,-17489
11665,20250604,10,22794,4564,18230
11666,20210330,9,45913,18464,27449
11667,20231020,6,34697,29915,4782
11668,20220804,10,32805,9369,23436
11669,20241122,13,34576,21461,13115
11670,20240910,10,46498,3824,42674
11671,20250505,6,17223,11395,5828
11672,20250326,11,26787,17924,8863
11673,20240323,13,22068,10440,11628
11674,20250327,15,39915,21946,17969
11675,20211210,2,10100,5244,4856
11676,20251128,12,46444,24789,21655
11677,20250322,6,6414,5742,672
11678,20210110,8,6160,15442,-9282
11679,20210604,14,30961,3397,27564
11680,20230929,5,15249,23580,-8331
11681,20250827,10,35713,25900,9813
11682,20230731,6,46066,12629,33437
11683,20210428,14,17222,12069,5153
11684,20220316,5,7897,19069,-11172
11685,20220303,5,20447,21764,-1317
11686,20250717,7,10279,27942,-17663
11687,20230809,10,33955,7500,26455
11688,20240926,5,36079,7713,28366
11689,20240119,6,23739,3853,19886
11690,20221106,12,33910,17732,16178
11691,20240501,7,23465,28291,-4826
11692,20250224,9,23283,8729,14554
11693,20230401,13,11013,28730,-17717
11694,20251127,6,25444,8402,17042
11695,20211208,5,49756,20005,29751
11696,20210605,8,17466,20985,-3519
11697,20230114,13,6583,21795,-15212
11698,20220516,1,34497,21383,13114
11699,20250222,2,21376,27652,-6276
11700,20240115,14,20499,4917,15582
11701,20250330,14,40823,29590,11233
11702,20230603,3,36075,16630,19445
11703,20250410,3,31867,19046,12821
11704,20220706,10,10305,27086,-16781
11705,20240818,11,32892,18739,14153
11706,20250913,11,6550,8497,-1947
11707,20240426,8,44138,5319,38819
11708,20211121,14,25059,24052,1007
11709,20241219,7,17420,3929,13491
11710,20220319,15,14983,28009,-13026
11711,20230104,4,26098,13402,12696
11712,20250331,1,39918,23637,16281
11713,20230115,11,17778,9205,8573
11714,20230530,13,7835,22190,-14355
11715,20241219,10,7100,27286,-20186
11716,20221205,13,19508,9105,10403
11717,20210109,15,7738,25523,-17785
11718,20250312,1,49190,8893,40297
11719,20240629,6,22154,21388,766
11720,20251226,10,25754,25331,423
11721,20231212,13,18897,24577,-5680
11722,20220616,12,17251,6743,10508
11723,20210725,6,24425,25677,-1252
11724,20220112,8,40302,20294,20008
11725,20221031,13,18088,16715,1373
11726,20230904,5,11002,16019,-5017
11727,20240614,12,17178,16207,971
11728,20240523,14,45260,27694,17566
11729,20230410,5,10071,29231,-19160
11730,20230119,13,5284,13128,-7844
11731,20241129,3,44082,23662,20420
11732,20240707,14,23508,8015,15493
11733,20210401,13,16917,9976,6941
11734,20210801,1,48645,12341,36304
11735,20230227,5,44374,6529,37845
11736,20230818,9,8163,13116,-4953
11737,20231215,10,13099,11025,2074
11738,20210725,12,29038,8747,20291
11739,20241130,4,34773,6310,28463
11740,20241013,7,40073,26713,13360
11741,20221120,5,38703,19619,19084
11742,20240723,13,42644,11100,31544
11743,20210221,4,12907,10888,2019
11744,20210307,2,12837,28112,-15275
11745,20220217,15,21641,16685,4956
11746,20250429,3,47059,25386,21673
11747,20241201,3,5984,9966,-3982
11748,20240209,9,45451,2980,42471
11749,20230209,13,48310,15524,32786
11750,20220502,9,32755,22506,10249
11751,20230406,5,34373,22399,11974
11752,20211129,3,29907,24539,5368
11753,20250718,1,14281,26547,-12266
11754,20220129,12,48034,4032,44002
11755,20240118,2,38808,22721,16087
11756,20210718,2,42557,27531,15026
11757,20250211,6,38354,20613,17741
11758,20211103,14,44952,28215,16737
11759,20221115,10,26829,8709,18120
11760,20230306,5,36480,14118,22362
11761,20240609,13,48128,11863,36265
11762,20230930,3,17875,3029,14846
11763,20240910,12,21861,18365,3496
11764,20231022,10,44683,25112,19571
11765,20230922,7,18023,28786,-10763
11766,20240831,7,25412,19680,5732
11767,20241112,3,35900,16325,19575
11768,20221028,5,20538,10427,10111
11769,20240622,5,32515,19482,13033
11770,20250515,8,17168,24756,-7588
11771,20221220,3,39339,17816,21523
11772,20240505,8,44982,23247,21735
11773,20211207,15,24573,14255,10318
11774,20240527,3,41418,21033,20385
11775,20250513,15,17864,12466,5398
11776,20220427,1,10603,18251,-7648
11777,20210920,4,9674,5008,4666
11778,20210426,12,14545,13147,1398
11779,20251117,10,17578,9658,7920
11780,20230124,10,29303,23260,6043
11781,20220629,10,35510,8895,26615
11782,20241024,5,28119,20887,7232
11783,20210417,6,47481,24717,22764
11784,20221028,11,30079,25346,4733
11785,20210815,7,15702,12709,2993
11786,20230521,15,35384,23370,12014
11787,20230724,10,24667,20343,4324
11788,20240422,8,29158,19169,9989
11789,20210708,9,43959,26887,17072
11790,20251224,6,14862,23758,-8896
11791,20240706,4,33546,15999,17547
11792,20220411,4,12848,4796,8052
11793,20220514,11,14546,8215,6331
11794,20230529,13,46505,13836,32669
11795,20240128,2,30255,27874,2381
11796,20210510,10,37403,21471,15932
11797,20241009,3,35214,28259,6955
11798,20241027,7,28693,8369,20324
11799,20210309,10,44705,2035,42670
11800,20230704,6,48399,13286,35113
11801,20210218,14,37474,9353,28121
11802,20240305,4,27049,16893,10156
11803,20210601,13,41643,25450,16193
11804,20230722,9,31934,8584,23350
11805,20221126,5,42515,21097,21418
11806,20240229,14,42788,12532,30256
11807,20250527,11,36355,27177,9178
11808,20240928,5,34427,4335,30092
11809,20230904,6,40303,16850,23453
11810,20251221,9,43770,3723,40047
11811,20210103,7,47552,23424,24128
11812,20210116,2,19941,20849,-908
11813,20230110,4,41833,18110,23723
11814,20250227,10,19161,26087,-6926
11815,20250112,9,44252,28746,15506
11816,20250325,2,15628,26152,-10524
11817,20220126,15,23095,3919,19176
11818,20221019,7,47570,23613,23957
11819,20251117,5,10579,11336,-757
11820,20221016,4,29236,15954,13282
11821,20231002,2,32132,26271,5861
11822,20221215,12,8107,26977,-18870
11823,20240608,6,12037,13868,-1831
11824,20220202,11,24940,21322,3618
11825,20220618,12,7936,14328,-6392
11826,20211212,10,47024,14049,32975
11827,20240819,13,46024,16244,29780
11828,20250813,3,31269,13875,17394
11829,20250816,5,40652,4476,36176
11830,20250518,2,8153,10534,-2381
11831,20231215,6,36140,8804,27336
11832,20240808,5,26670,27721,-1051
11833,20220922,4,27335,26940,395
11834,20250115,7,20412,3646,16766
11835,20250401,15,37387,6266,31121
11836,20250420,8,12306,5047,7259
11837,20210219,7,7450,28460,-21010
11838,20230128,1,42398,21737,20661
11839,20250422,11,44552,2536,42016
11840,20210419,8,38902,10084,28818
11841,20250921,5,11059,21712,-10653
11842,20240131,8,40755,19778,20977
11843,20250228,14,38627,20270,18357
11844,20241210,8,45697,2816,42881
11845,20241023,1,26633,7719,18914
11846,20240720,13,34725,9680,25045
11847,20241023,13,11022,23943,-12921
11848,20230730,9,6787,4681,2106
11849,20210409,3,8612,22453,-13841
11850,20210209,2,30552,25839,4713
11851,20250626,13,48303,17813,30490
11852,20230618,5,38724,6451,32273
11853,20211118,15,6689,23753,-17064
11854,20230511,2,22201,6233,15968
11855,20210829,13,9034,28548,-19514
11856,20220621,2,34399,21539,12860
11857,20220829,1,15399,6933,8466
11858,20220307,13,22875,13498,9377
11859,20220316,8,31481,10382,21099
11860,20230907,7,20455,10258,10197
11861,20230710,8,15450,23235,-7785
11862,20220517,11,20673,13826,6847
11863,20220718,5,41758,17620,24138
11864,20220521,12,32099,9645,22454
11865,20221031,6,17634,4545,13089
11866,20250309,9,48451,18671,29780
11867,20241219,6,41113,3913,37200
11868,20221005,15,12172,11854,318
11869,20230601,5,35710,23759,11951
11870,20220429,10,26634,23745,2889
11871,20241018,4,38877,2305,36572
11872,20241105,5,27884,11428,16456
11873,20230430,4,41251,15611,25640
11874,20250819,1,49514,19841,29673
11875,20210814,11,38101,17895,20206
11876,20240221,7,33057,5446,27611
11877,20230904,7,39961,29811,10150
11878,20241107,8,18993,23171,-4178
11879,20210227,6,49951,14781,35170
11880,20231119,6,42359,2295,40064
11881,20250604,15,6434,19211,-12777
11882,20210118,14,49608,21547,28061
11883,20210131,9,30804,11445,19359
11884,20211227,13,45994,11179,34815
11885,20250911,7,27750,5252,22498
11886,20230114,15,21946,14981,6965
11887,20210303,5,47799,24024,23775
11888,20231219,4,36915,25666,11249
11889,20231014,8,23133,16150,6983
11890,20241022,7,16352,9187,7165
11891,20250314,5,14008,19940,-5932
11892,20240621,9,14223,15114,-891
11893,20210307,9,46965,16333,30632
11894,20230827,3,20846,26882,-6036
11895,20230724,13,18226,18451,-225
11896,20210708,9,20253,13931,6322
11897,20250806,9,40285,15105,25180
11898,20250705,13,47371,3898,43473
11899,20210903,13,24595,16880,7715
11900,20231220,15,46336,19714,26622
11901,20231222,10,46248,20856,25392
11902,20230923,12,44714,14406,30308
11903,20250629,7,44967,4291,40676
11904,20211004,1,19467,2481,16986
11905,20241026,14,35967,11383,24584
11906,20240131,7,33208,16400,16808
11907,20230308,2,46544,22526,24018
11908,20211230,9,29880,14487,15393
11909,20230925,12,28785,21744,7041
11910,20230917,8,12189,7122,5067
11911,20230608,6,33999,10130,23869
11912,20210822,5,30230,4714,25516
11913,20230813,2,33343,11579,21764
11914,20250308,14,16610,23308,-6698
11915,20221016,14,49705,21171,28534
11916,20230730,7,15193,29101,-13908
11917,20240901,10,24427,25930,-1503
11918,20210218,8,28184,25376,2808
11919,20211023,14,9148,20763,-11615
11920,20251210,13,22012,24314,-2302
11921,20230322,4,42863,2474,40389
11922,20240905,11,15414,2260,13154
11923,20240220,7,11755,13939,-2184
11924,20240302,10,47378,11546,35832
11925,20221118,7,41727,19864,21863
11926,20230808,6,16040,19393,-3353
11927,20220418,11,33829,3165,30664
11928,20250522,13,14004,22112,-8108
11929,20220102,6,33800,11317,22483
11930,20250326,1,41219,27755,13464
11931,20210426,10,43521,8624,34897
11932,20220125,8,48692,19309,29383
11933,20230617,13,31409,19149,12260
11934,20250212,14,48242,29122,19120
11935,20240927,7,45682,27472,18210
11936,20250918,7,40630,29917,10713
11937,20230703,6,15800,12801,2999
11938,20241116,7,11824,24975,-13151
11939,20240508,7,6002,8060,-2058
11940,20241130,8,48320,7519,40801
11941,20250416,15,20899,21894,-995
11942,20211016,6,5981,5258,723
11943,20220416,10,32347,4885,27462
11944,20210423,6,32071,9361,22710
11945,20220415,2,20179,18827,1352
11946,20250804,3,18902,28635,-9733
11947,20240914,9,36215,25225,10990
11948,20220120,6,24486,29193,-4707
11949,20240306,5,47049,6433,40616
11950,20241021,4,45858,18401,27457
11951,20251104,15,30837,6207,24630
11952,20230120,3,38632,15047,23585
11953,20240412,9,22434,18837,3597
11954,20240809,8,11521,7981,3540
11955,20250304,15,6293,19668,-13375
11956,20211213,13,6291,23626,-17335
11957,20250504,2,15190,25251,-10061
11958,20240326,10,27343,16889,10454
11959,20230310,12,18546,8786,9760
11960,20251224,5,48373,11854,36519
11961,20230709,5,33763,21251,12512
11962,20211115,5,22904,29229,-6325
11963,20240223,12,33530,22175,11355
11964,20220415,8,49706,20120,29586
11965,20250116,2,30869,23079,7790
11966,20210628,1,5167,22555,-17388
11967,20220416,14,20784,18415,2369
11968,20231214,3,37179,3049,34130
