Record_ID,Employee_ID,Date_ID,Attrition_Flag,Performance_Score,Training_Hours
5254,130,20240203,0,5,24
5255,246,20230516,0,1,6
5256,296,20220423,0,2,33
5257,324,20240126,0,1,11
5258,117,20250815,0,1,13
5259,489,20210211,1,4,22
5260,9,20231224,0,1,3
5261,103,20230223,0,4,11
5262,306,20250315,0,1,27
5263,131,20241220,0,5,20
5264,321,20210108,0,1,30
5265,130,20211001,0,2,36
5266,27,20230724,0,1,13
5267,308,20221201,0,3,27
5268,436,20220106,1,2,8
5269,157,20240226,0,1,14
5270,180,20220704,1,5,17
5271,204,20220912,0,5,20
5272,176,20211112,0,2,17
5273,245,20231011,0,1,21
5274,492,20221119,0,1,30
5275,108,20250420,0,3,20
5276,398,20220102,0,5,21
5277,323,20210403,1,5,2
5278,91,20240323,0,1,1
5279,65,20240806,0,2,16
5280,46,20250517,0,4,33
5281,337,20220619,0,5,23
5282,35,20250111,0,5,18
5283,188,20251207,1,5,1
5284,185,20240421,0,3,32
5285,422,20211009,0,2,14
5286,445,20251013,0,3,3
5287,311,20220928,0,2,4
5288,19,20220122,0,1,35
5289,444,20210326,0,2,8
5290,310,20211114,0,5,25
5291,441,20230412,0,4,0
5292,435,20230708,0,5,9
5293,328,20221003,1,1,22
5294,194,20210128,0,2,39
5295,455,20231009,0,5,30
5296,38,20230918,0,3,10
5297,401,20250314,0,2,16
5298,127,20230627,0,1,39
5299,337,20240313,1,3,23
5300,492,20220517,0,2,12
5301,433,20241002,0,5,39
5302,41,20250315,1,5,34
5303,296,20250124,0,2,33
5304,235,20230703,0,2,9
5305,223,20220929,0,5,36
5306,30,20231011,0,1,9
5307,77,20251118,0,1,21
5308,47,20220628,0,4,26
5309,465,20240121,0,2,1
5310,403,20250209,0,4,30
5311,291,20230204,1,4,12
5312,109,20211104,0,4,39
5313,160,20221001,0,3,34
5314,12,20210426,0,1,22
5315,452,20230301,1,3,12
5316,80,20240429,0,5,2
5317,346,20210417,0,4,29
5318,24,20230917,0,1,3
5319,468,20220224,0,1,38
5320,215,20250211,0,3,22
5321,170,20250915,0,3,5
5322,10,20230331,0,5,19
5323,388,20250903,1,5,35
5324,447,20241222,1,5,18
5325,76,20210708,0,2,34
5326,261,20220501,0,2,20
5327,2,20221014,0,3,12
5328,155,20230520,0,5,17
5329,47,20251001,0,4,11
5330,359,20210223,0,5,14
5331,241,20230908,0,3,12
5332,95,20241024,0,5,0
5333,153,20250308,0,2,36
5334,252,20220109,0,2,10
5335,350,20210612,0,4,23
5336,66,20240530,0,4,13
5337,289,20210311,0,4,34
5338,432,20241231,0,5,17
5339,296,20231221,0,4,18
5340,140,20241005,0,1,17
5341,436,20231013,1,4,4
5342,307,20230526,0,4,32
5343,72,20211227,0,4,20
5344,256,20230708,0,3,26
5345,46,20240515,0,3,5
5346,454,20220725,0,5,37
5347,253,20240730,0,4,26
5348,256,20241218,0,2,19
5349,111,20251209,0,1,26
5350,251,20230104,0,4,2
5351,232,20241203,0,5,5
5352,377,20241224,0,1,19
5353,402,20230901,0,1,7
5354,423,20230402,0,2,33
5355,468,20250530,0,1,25
5356,364,20251031,0,4,4
5357,495,20250418,0,4,21
5358,409,20220323,0,1,16
5359,238,20240418,0,4,3
5360,277,20210329,0,5,35
5361,64,20250520,0,2,32
5362,207,20240801,0,4,8
5363,439,20240901,0,3,5
5364,444,20230322,0,3,23
5365,306,20250815,0,2,33
5366,292,20221023,0,2,11
5367,288,20250705,1,4,32
5368,316,20230402,0,4,8
5369,370,20230203,0,1,7
5370,305,20210521,0,5,14
5371,493,20210721,0,3,0
5372,380,20210316,0,2,5
5373,331,20250716,0,2,5
5374,405,20210314,0,4,10
5375,393,20220322,0,1,18
5376,392,20250110,0,4,11
5377,246,20240610,0,3,1
5378,482,20230105,1,2,31
5379,100,20240923,0,2,23
5380,323,20210423,0,3,24
5381,163,20210417,0,1,5
5382,259,20240415,0,4,31
5383,38,20210614,0,3,13
5384,207,20220326,0,5,16
5385,315,20221023,0,5,6
5386,470,20210825,0,2,7
5387,391,20221220,0,3,6
5388,352,20230919,0,4,17
5389,213,20230401,0,5,13
5390,425,20220618,0,2,14
5391,172,20220505,0,5,39
5392,253,20250822,0,3,11
5393,404,20250609,0,5,5
5394,464,20240226,0,5,26
5395,149,20250110,0,2,34
5396,352,20231028,0,3,16
5397,251,20230517,0,4,4
5398,221,20240717,1,2,13
5399,6,20220423,0,4,16
5400,208,20250129,0,4,25
5401,100,20250226,0,5,31
5402,98,20210813,0,3,5
5403,301,20230721,0,1,21
5404,188,20250530,0,5,24
5405,473,20250510,1,3,19
5406,108,20230626,1,1,19
5407,216,20251005,0,2,22
5408,169,20230904,0,1,27
5409,351,20230214,0,2,29
5410,268,20220516,0,1,25
5411,472,20240908,0,1,31
5412,299,20230215,0,2,30
5413,30,20220522,0,1,32
5414,350,20220820,0,3,18
5415,448,20210812,0,5,17
5416,11,20250821,0,5,5
5417,411,20250416,0,3,12
5418,387,20220918,0,1,31
5419,99,20210917,0,1,25
5420,395,20240908,0,3,21
5421,282,20240703,0,2,30
5422,271,20210201,0,5,14
5423,370,20230930,0,1,27
5424,448,20220912,0,1,12
5425,61,20210810,0,3,21
5426,78,20210328,0,2,22
5427,112,20211228,0,4,6
5428,256,20251026,0,5,28
5429,139,20241009,0,5,18
5430,382,20210908,0,3,31
5431,217,20240421,0,4,8
5432,410,20210819,0,1,3
5433,134,20250917,0,5,33
5434,357,20250213,0,2,0
5435,308,20231219,0,2,23
5436,266,20220311,0,5,37
5437,165,20230207,0,2,18
5438,187,20221025,0,5,19
5439,176,20230125,0,2,36
5440,372,20211024,0,3,12
5441,98,20250330,0,3,7
5442,60,20250710,0,5,13
5443,409,20210422,0,1,20
5444,244,20221025,0,3,0
5445,417,20241003,0,3,24
5446,251,20230115,0,1,10
5447,326,20241115,0,5,10
5448,125,20221119,0,1,3
5449,309,20251127,0,1,25
5450,130,20240808,0,3,35
5451,443,20211023,0,5,2
5452,331,20241102,0,3,22
5453,396,20230820,0,5,23
5454,365,20251103,0,3,15
5455,315,20220122,0,4,18
5456,298,20220326,0,5,18
5457,436,20210213,0,5,28
5458,495,20240629,1,5,12
5459,464,20230513,0,4,12
5460,256,20211222,0,1,18
5461,490,20251206,1,2,32
5462,204,20240731,0,1,19
5463,350,20250805,0,3,38
5464,78,20231003,0,3,6
5465,20,20231127,0,1,0
5466,73,20210320,0,3,11
5467,35,20210305,0,5,7
5468,127,20220325,0,2,33
5469,379,20250720,0,1,23
5470,187,20250623,0,1,3
5471,245,20211224,0,1,18
5472,129,20241114,1,2,20
5473,116,20250710,0,1,18
5474,258,20240901,0,4,12
5475,262,20221030,1,1,27
5476,332,20250628,0,3,39
5477,494,20231023,0,1,38
5478,288,20241205,0,2,24
5479,29,20230726,0,4,35
5480,25,20250907,0,5,39
5481,244,20250714,0,4,26
5482,81,20210814,0,1,24
5483,44,20231103,0,1,6
5484,167,20230307,0,1,33
5485,225,20240407,0,3,24
5486,131,20211126,0,1,3
5487,344,20250421,0,2,37
5488,53,20250906,0,5,25
5489,143,20231129,0,2,28
5490,189,20240918,0,2,7
5491,316,20241111,0,4,2
5492,145,20220704,0,1,29
5493,95,20250306,0,4,4
5494,250,20220207,0,1,6
5495,165,20250201,0,2,2
5496,363,20240401,0,4,14
5497,382,20230519,0,4,39
5498,260,20250913,0,4,17
5499,268,20220909,1,5,0
5500,447,20210531,0,3,11
5501,119,20210527,0,4,2
5502,370,20250427,0,3,10
5503,67,20240111,0,3,20
5504,228,20220629,0,2,0
5505,301,20250919,0,5,25
5506,215,20220403,0,1,0
5507,274,20220612,0,1,5
5508,310,20240527,0,2,1
5509,3,20220803,0,3,15
5510,461,20210217,0,2,28
5511,218,20220522,0,2,5
5512,236,20220312,0,4,10
5513,432,20231205,0,4,31
5514,243,20250920,0,3,7
5515,430,20220825,1,3,9
5516,142,20231012,0,2,38
5517,378,20251103,0,4,8
5518,141,20210211,0,3,14
5519,124,20221024,0,1,37
5520,380,20230509,0,3,15
5521,236,20230410,0,5,6
5522,400,20230807,0,5,34
5523,468,20231129,1,5,20
5524,205,20230317,0,2,8
5525,70,20230825,0,1,2
5526,60,20210506,0,5,37
5527,453,20220212,0,5,7
5528,408,20240512,0,1,23
5529,167,20230513,0,1,8
5530,403,20240406,0,2,17
5531,54,20231014,0,1,31
5532,150,20250115,0,1,18
5533,196,20240707,0,3,3
5534,488,20240809,0,2,37
5535,397,20230519,0,4,24
5536,383,20250119,0,4,26
5537,456,20210307,0,5,14
5538,308,20240913,1,3,5
5539,239,20241128,0,3,11
5540,230,20220821,0,4,19
5541,26,20230218,0,4,27
5542,18,20251207,0,3,14
5543,208,20250204,0,5,38
5544,84,20231006,0,2,36
5545,91,20250629,0,3,11
5546,35,20231128,0,1,36
5547,106,20251107,0,5,5
5548,85,20230218,0,3,39
5549,203,20211121,0,3,12
5550,233,20220906,1,1,39
5551,397,20211115,0,2,26
5552,384,20230812,0,4,35
5553,199,20221017,0,3,11
5554,426,20231111,1,1,31
5555,133,20220406,0,2,18
5556,182,20251107,0,1,14
5557,142,20230527,0,5,24
5558,118,20240914,0,1,4
5559,104,20210731,0,3,36
5560,462,20220512,0,2,1
5561,405,20240417,1,3,0
5562,72,20221020,0,4,22
5563,470,20210718,0,2,35
5564,89,20210812,1,1,6
5565,284,20241114,0,4,13
5566,292,20230117,0,3,24
5567,46,20230807,0,2,23
5568,270,20250824,0,5,21
5569,242,20240321,0,3,14
5570,40,20240412,0,4,34
5571,246,20230917,0,4,1
5572,305,20240208,0,2,29
5573,131,20220726,0,5,34
5574,250,20230211,0,1,19
5575,300,20210303,0,3,0
5576,282,20240918,0,3,31
5577,40,20250716,0,2,11
5578,105,20240203,0,4,31
5579,412,20230801,0,3,14
5580,202,20221014,0,2,0
5581,119,20220708,0,1,6
5582,85,20251114,0,3,9
5583,453,20220816,0,2,33
5584,282,20210516,0,4,1
5585,272,20210113,0,2,28
5586,486,20250714,1,3,26
5587,189,20240916,0,5,20
5588,456,20220603,0,5,23
5589,271,20251110,0,4,33
5590,378,20210409,0,4,5
5591,243,20220207,1,1,13
5592,472,20241122,0,2,20
5593,498,20240630,0,5,28
5594,290,20240128,0,1,26
5595,209,20220225,0,4,0
5596,230,20250907,0,5,33
5597,392,20210114,0,3,5
5598,123,20250204,0,2,29
5599,258,20240610,0,5,34
5600,210,20220508,0,3,24
5601,238,20250522,1,4,3
5602,328,20240815,0,1,39
5603,338,20221007,1,4,29
5604,428,20210925,1,4,3
5605,253,20220223,0,5,12
5606,45,20211013,0,4,29
5607,243,20250524,0,1,13
5608,214,20240124,0,4,5
5609,86,20210618,0,1,16
5610,243,20230212,0,4,5
5611,199,20220909,0,3,13
5612,492,20220726,0,5,24
5613,342,20240616,0,3,4
5614,34,20250406,0,3,24
5615,357,20240625,0,1,9
5616,95,20230823,0,2,30
5617,82,20210812,0,3,7
5618,473,20221013,0,2,37
5619,64,20231112,0,3,0
5620,423,20221119,0,2,15
5621,178,20220420,0,1,32
5622,359,20240117,0,5,22
5623,19,20210720,0,3,36
5624,8,20210302,0,1,26
5625,361,20220828,0,3,4
5626,494,20251030,0,3,13
5627,499,20210329,0,2,5
5628,107,20240413,0,1,30
5629,317,20210122,1,4,3
5630,155,20231030,0,3,22
5631,143,20240827,0,4,13
5632,200,20221229,0,5,13
5633,261,20240425,0,4,39
5634,183,20210212,0,1,8
5635,33,20251014,0,5,28
5636,434,20220804,1,1,18
5637,431,20230210,0,1,13
5638,404,20250815,0,2,13
5639,51,20211119,0,5,27
5640,125,20210125,0,2,10
5641,440,20240601,0,1,10
5642,410,20210214,0,1,14
5643,286,20221212,0,5,9
5644,426,20220812,0,2,25
5645,49,20221005,0,5,37
5646,124,20220915,0,3,32
5647,358,20230204,0,3,36
5648,412,20250731,0,4,8
5649,449,20230303,0,5,7
5650,94,20230508,0,3,14
5651,187,20210416,0,4,12
5652,276,20240217,0,5,32
5653,126,20230330,0,3,13
5654,422,20230726,0,5,24
5655,357,20210127,0,1,12
5656,388,20210627,0,5,23
5657,476,20240213,0,1,4
5658,255,20210819,0,3,32
5659,478,20240929,0,2,19
5660,203,20240716,0,5,31
5661,444,20240214,0,3,0
5662,266,20240922,0,2,16
5663,4,20220914,0,4,28
5664,391,20230129,0,4,15
5665,116,20240528,0,4,8
5666,202,20230107,0,4,39
5667,33,20220419,0,5,31
5668,312,20220412,0,5,6
5669,369,20250702,0,5,39
5670,45,20210112,0,3,13
5671,119,20210517,0,3,36
5672,278,20210429,0,2,8
5673,331,20251215,0,4,19
5674,432,20220312,1,1,17
5675,416,20230828,0,4,29
5676,486,20240418,0,3,35
5677,401,20211025,0,5,5
5678,231,20250612,0,5,38
5679,486,20220208,0,2,3
5680,473,20240918,0,5,35
5681,213,20241014,0,2,19
5682,296,20210409,0,4,39
5683,174,20210228,0,2,31
5684,368,20241002,1,5,35
5685,68,20230610,0,1,1
5686,159,20241024,0,5,21
5687,7,20241208,0,5,25
5688,84,20211231,0,4,9
5689,170,20211111,0,3,32
5690,104,20230909,0,2,34
5691,491,20251208,0,4,18
5692,348,20250905,0,3,6
5693,215,20240706,1,5,24
5694,336,20250225,0,4,37
5695,184,20221017,0,4,12
5696,354,20250713,0,4,14
5697,301,20220608,1,1,35
5698,487,20230710,0,3,6
5699,278,20241005,0,5,6
5700,181,20250723,0,1,25
5701,246,20240923,1,1,4
5702,262,20210918,0,2,22
5703,57,20240207,0,2,29
5704,218,20211029,0,2,12
5705,366,20250127,0,5,19
5706,262,20240114,0,1,16
5707,53,20220810,0,1,37
5708,245,20231004,0,5,32
5709,461,20250601,0,1,33
5710,238,20210930,0,1,33
5711,432,20251102,0,2,34
5712,148,20250819,1,3,1
5713,391,20231214,0,4,39
5714,106,20240824,0,3,20
5715,317,20230415,0,4,32
5716,129,20221107,0,4,39
5717,70,20250905,0,1,30
5718,492,20230323,0,2,23
5719,451,20211110,0,2,10
5720,392,20231222,0,1,5
5721,254,20221005,1,5,22
5722,346,20250704,0,5,36
5723,208,20211207,0,2,37
5724,268,20220604,0,5,34
5725,127,20250624,0,2,24
5726,208,20231015,0,4,24
5727,98,20230828,0,3,15
5728,127,20240602,0,4,9
5729,260,20240525,0,3,11
5730,290,20231111,1,5,38
5731,342,20240727,0,5,33
5732,89,20231013,0,4,21
5733,57,20251213,0,1,14
5734,402,20251031,0,3,2
5735,67,20240402,0,1,9
5736,274,20220904,0,5,23
5737,30,20231112,0,1,37
5738,65,20240322,0,2,0
5739,257,20240808,0,2,24
5740,180,20250323,0,1,26
5741,337,20220623,0,5,39
5742,223,20221121,0,2,19
5743,138,20240205,0,4,34
5744,421,20210715,0,5,21
5745,360,20220826,0,1,5
5746,92,20240518,0,4,26
5747,414,20220101,0,5,33
5748,15,20250403,0,4,38
5749,457,20211031,0,3,3
5750,15,20230611,0,1,2
5751,60,20230721,1,2,33
5752,326,20221104,0,1,35
5753,445,20240219,0,2,37
5754,457,20230205,0,2,32
5755,223,20220412,0,3,37
5756,74,20210922,0,3,1
5757,481,20210803,0,1,12
5758,199,20231011,0,2,25
5759,331,20210912,0,2,30
5760,422,20230404,0,3,16
5761,214,20230312,0,4,2
5762,119,20230716,0,2,37
5763,216,20220918,1,5,29
5764,223,20250707,0,4,39
5765,242,20220325,0,1,3
5766,168,20231206,0,1,16
5767,3,20240714,0,2,36
5768,473,20230404,0,1,2
5769,438,20240227,0,4,21
5770,399,20240910,0,4,6
5771,9,20251120,0,3,2
5772,61,20240625,0,5,31
5773,450,20210226,0,1,5
5774,428,20250414,0,3,19
5775,250,20250923,0,5,24
5776,95,20231005,0,3,18
5777,162,20240219,0,1,17
5778,32,20251126,0,1,16
5779,69,20210515,0,1,34
5780,309,20220210,0,5,0
5781,57,20251221,0,5,35
5782,199,20210820,0,1,8
5783,193,20210717,0,2,24
5784,223,20240515,0,3,4
5785,471,20241116,0,4,2
5786,132,20220409,0,2,36
5787,318,20211231,0,2,15
5788,446,20221002,0,1,24
5789,330,20251007,0,2,22
5790,473,20251120,0,5,1
5791,459,20240106,0,2,8
5792,166,20211031,0,3,7
5793,200,20241116,0,4,39
5794,441,20220617,0,1,20
5795,332,20230504,0,4,33
5796,477,20240221,0,4,12
5797,288,20250316,0,5,25
5798,46,20211127,0,1,28
5799,273,20241212,0,1,36
5800,59,20231020,0,4,14
5801,49,20221013,0,2,18
5802,84,20220101,0,2,4
5803,200,20230117,0,1,30
5804,155,20220622,0,3,28
5805,329,20240807,1,1,33
5806,5,20210320,0,1,8
5807,64,20221215,0,4,29
5808,165,20241008,1,2,16
5809,73,20250612,1,2,15
5810,64,20240810,0,2,11
5811,184,20240606,0,2,18
5812,81,20240305,1,5,25
5813,479,20240207,0,1,16
5814,9,20241230,0,4,5
5815,147,20220220,0,3,33
5816,380,20231130,0,3,1
5817,336,20220816,0,1,15
5818,354,20240812,0,3,14
5819,35,20250911,0,5,7
5820,334,20251009,0,1,31
5821,278,20231106,0,1,16
5822,459,20210713,0,4,0
5823,48,20211025,1,1,10
5824,482,20230205,0,4,31
5825,272,20220713,0,1,11
5826,67,20240520,0,5,35
5827,315,20220708,0,4,12
5828,32,20240520,1,5,16
5829,278,20230215,0,5,21
5830,205,20240808,0,2,35
5831,50,20220731,0,5,34
5832,138,20221113,0,4,19
5833,379,20250402,0,4,16
5834,111,20230410,0,1,19
5835,210,20231006,0,5,15
5836,495,20241218,0,2,14
5837,98,20241017,0,5,36
5838,170,20250129,0,2,12
5839,350,20220226,0,1,26
5840,276,20240602,0,4,29
5841,187,20230731,1,4,12
5842,437,20251016,0,2,8
5843,363,20231114,0,3,29
5844,244,20211231,0,4,36
5845,10,20230124,0,3,31
5846,474,20240701,0,2,11
5847,87,20220514,0,2,10
5848,284,20210326,0,4,22
5849,382,20241103,0,1,19
5850,492,20250716,0,1,0
5851,353,20210810,0,2,24
5852,131,20251028,1,1,37
5853,216,20251227,0,1,25
5854,488,20230113,0,5,32
5855,301,20230105,1,2,2
5856,391,20240315,0,3,26
5857,316,20220826,0,3,1
5858,373,20241205,0,4,16
5859,192,20210212,0,3,4
5860,422,20231114,0,1,13
5861,145,20250507,0,2,11
5862,144,20220305,0,2,32
5863,296,20231009,1,3,26
5864,33,20211120,1,1,29
5865,387,20241003,0,1,20
5866,314,20240831,0,5,2
5867,103,20240729,0,4,10
5868,163,20241121,0,1,19
5869,191,20220219,0,3,16
5870,316,20231002,0,4,9
5871,144,20210713,0,5,23
5872,152,20220721,0,1,15
5873,180,20230606,0,3,36
5874,484,20210926,0,1,26
5875,123,20210325,0,2,27
5876,281,20221009,0,4,32
5877,231,20220923,0,2,30
5878,455,20210803,0,3,21
5879,441,20210529,0,5,34
5880,339,20251012,0,3,11
5881,9,20251013,0,4,14
5882,270,20211123,1,3,18
5883,480,20210702,0,1,24
5884,81,20220713,0,5,27
5885,489,20241209,0,2,7
5886,451,20220616,0,4,22
5887,67,20210409,0,4,13
5888,364,20220613,0,3,22
5889,71,20221112,0,3,25
5890,464,20240623,0,2,21
5891,101,20240110,0,3,15
5892,269,20220626,0,5,18
5893,437,20241219,0,3,15
5894,260,20240603,0,1,34
5895,381,20240909,0,1,24
5896,154,20250407,0,3,17
5897,499,20221030,1,1,8
5898,423,20231222,0,3,9
5899,496,20250522,0,4,11
5900,479,20210331,0,3,13
5901,121,20210621,0,1,10
5902,237,20251225,0,5,12
5903,143,20230123,0,3,18
5904,422,20210418,0,1,39
5905,473,20210613,0,1,36
5906,406,20221215,0,2,3
5907,321,20230828,0,3,10
5908,447,20241011,0,4,9
5909,169,20210916,1,5,39
5910,396,20230715,1,2,4
5911,400,20210312,0,1,11
5912,216,20241201,0,4,36
5913,10,20241129,0,1,39
5914,323,20240827,0,1,38
5915,274,20220519,0,2,35
5916,468,20220817,0,5,13
5917,132,20220110,0,3,38
5918,402,20240618,0,2,37
5919,287,20221109,1,5,38
5920,340,20231127,1,4,37
5921,180,20210326,0,5,30
5922,159,20230905,0,3,19
5923,131,20220904,0,3,17
5924,90,20230218,0,2,8
5925,276,20251215,0,2,2
5926,445,20210608,0,2,18
5927,237,20250905,0,1,31
5928,128,20220526,1,1,18
5929,490,20211225,0,4,2
5930,147,20250518,1,1,2
5931,380,20240605,0,5,19
5932,100,20241005,0,4,6
5933,399,20250913,0,3,29
5934,322,20250824,1,1,13
5935,253,20221208,0,5,6
5936,372,20250821,0,1,18
5937,277,20220509,0,4,30
5938,131,20220627,0,5,18
5939,78,20250515,0,2,15
5940,263,20240223,0,4,14
5941,417,20250501,0,5,28
5942,413,20240105,0,1,18
5943,156,20230814,0,1,22
5944,26,20240902,0,4,12
5945,32,20221104,1,4,11
5946,197,20251108,0,3,3
5947,166,20230501,0,4,34
5948,329,20210810,0,5,12
5949,487,20250721,1,4,22
5950,449,20250907,0,3,11
5951,289,20250818,0,2,18
5952,81,20211202,0,3,16
5953,207,20250326,0,5,31
5954,438,20230621,1,1,15
5955,462,20231120,0,4,11
5956,393,20230926,0,2,34
5957,1,20240809,0,4,12
5958,255,20240220,0,2,36
5959,482,20210623,0,4,17
5960,308,20230711,0,2,9
5961,362,20241015,0,4,13
5962,422,20220325,1,4,39
5963,98,20210316,0,2,1
5964,365,20241117,1,2,9
5965,27,20210725,0,2,22
5966,385,20240308,0,1,10
5967,293,20211219,0,1,11
5968,128,20210513,1,1,6
5969,206,20250805,0,3,3
5970,23,20250516,0,1,22
5971,473,20230613,0,5,5
5972,376,20230127,0,4,35
5973,403,20220817,0,5,28
5974,263,20250915,0,1,25
5975,418,20210628,0,4,11
5976,203,20220408,0,2,31
5977,417,20250805,0,1,23
5978,11,20230205,0,2,28
5979,176,20210712,0,5,19
5980,12,20210522,0,4,26
5981,34,20220304,0,5,22
5982,454,20210118,0,5,9
5983,381,20220705,0,5,16
5984,368,20231222,0,4,25
5985,30,20210420,0,4,37
5986,338,20251226,0,2,2
5987,101,20250930,0,4,17
5988,273,20230613,0,1,35
5989,184,20210812,0,1,5
5990,5,20240914,0,4,7
5991,48,20220620,1,5,19
5992,405,20220716,1,2,27
5993,344,20220514,0,2,6
5994,407,20240425,0,4,29
5995,297,20241112,0,1,21
5996,483,20230602,0,4,16
5997,31,20220531,0,4,25
5998,410,20210608,0,4,35
5999,98,20241025,0,5,33
6000,359,20220112,0,5,5
6001,339,20250224,0,2,12
6002,90,20221222,0,3,23
6003,127,20220302,0,5,7
6004,265,20220509,0,4,24
6005,190,20241125,0,4,26
6006,3,20220815,1,3,4
6007,337,20210728,0,2,31
6008,161,20210530,0,1,1
6009,72,20230523,0,2,8
6010,122,20241024,0,1,17
6011,233,20210106,0,1,28
6012,26,20230506,0,2,28
6013,147,20210520,0,4,32
6014,122,20251230,0,3,5
6015,99,20240410,0,5,20
6016,382,20230905,0,5,26
6017,70,20241103,1,4,7
6018,106,20240901,0,2,22
6019,318,20240426,0,1,29
6020,233,20220209,1,5,30
6021,270,20210318,0,5,15
6022,455,20230106,1,5,6
6023,67,20250918,0,4,36
6024,18,20250712,0,1,25
6025,87,20240516,0,5,7
6026,322,20210622,1,4,23
6027,439,20210208,0,5,6
6028,311,20230629,0,4,33
6029,419,20250813,0,5,8
6030,286,20250531,0,5,19
6031,168,20250617,0,1,30
6032,54,20230402,0,4,13
6033,346,20230808,0,3,7
6034,462,20240629,0,1,8
6035,235,20221221,0,2,39
6036,317,20230402,0,1,22
6037,399,20230117,1,2,1
6038,436,20220706,0,4,22
6039,8,20240509,0,5,26
6040,387,20210217,0,1,13
6041,347,20210921,0,5,6
6042,197,20230708,0,3,2
6043,369,20210601,0,1,31
6044,345,20240704,0,4,11
6045,100,20220109,0,2,23
6046,95,20250906,0,2,34
6047,158,20220317,0,2,28
6048,66,20250618,0,5,6
6049,165,20220810,0,3,23
6050,465,20221116,1,4,7
6051,294,20220512,0,2,16
6052,28,20220926,0,4,12
6053,135,20240521,0,3,18
6054,200,20230521,0,4,22
6055,324,20210518,0,3,22
6056,441,20220616,0,5,32
6057,197,20250505,0,1,21
6058,203,20220404,0,3,27
6059,14,20240310,0,4,38
6060,278,20251209,0,4,14
6061,387,20210902,0,2,25
6062,31,20220117,0,4,36
6063,334,20251022,0,3,31
6064,309,20240619,0,4,1
6065,342,20220627,0,3,34
6066,472,20250117,0,1,22
6067,106,20231003,0,1,9
6068,144,20221224,0,1,12
6069,42,20220823,0,2,10
6070,354,20231221,0,5,38
6071,136,20230929,1,4,18
6072,180,20240711,0,5,37
6073,83,20230208,0,5,27
6074,344,20220818,0,1,0
6075,255,20231011,0,2,24
6076,431,20240830,0,5,10
6077,432,20210414,0,1,14
6078,297,20250108,0,4,38
6079,35,20231118,0,1,12
6080,302,20240415,0,4,6
6081,230,20220522,1,5,21
6082,125,20240402,0,4,16
6083,126,20230705,0,2,2
6084,391,20220108,0,1,25
6085,490,20240528,1,1,20
6086,180,20230422,0,3,39
6087,316,20250429,0,4,16
6088,244,20250509,1,1,1
6089,453,20230309,0,2,1
6090,410,20250913,0,5,37
6091,149,20220204,0,2,30
6092,48,20230401,0,2,19
6093,187,20231218,0,5,35
6094,36,20210401,0,5,26
6095,367,20251203,0,1,38
6096,90,20220323,0,2,8
6097,2,20250119,0,4,15
6098,227,20231223,0,1,31
6099,128,20250411,0,3,15
6100,396,20250401,0,5,2
6101,61,20250205,0,5,22
6102,294,20230424,0,4,7
6103,20,20250319,0,2,27
6104,217,20220518,0,2,36
6105,247,20230409,0,5,39
6106,446,20210216,0,3,17
6107,288,20250425,0,5,7
6108,338,20241112,0,5,17
6109,287,20220518,1,1,10
6110,80,20210916,0,5,35
6111,36,20210203,1,3,38
6112,463,20220923,0,4,4
6113,143,20240621,0,5,36
6114,94,20230515,0,4,2
6115,253,20221120,0,3,33
6116,446,20231109,0,2,28
6117,491,20220809,0,2,30
6118,159,20231014,0,4,36
6119,279,20250322,0,2,13
6120,324,20240929,0,3,12
6121,242,20210826,0,3,28
6122,247,20210802,0,5,35
6123,442,20241127,0,2,21
6124,99,20210820,0,3,10
6125,295,20250927,0,3,25
6126,345,20231125,0,2,30
6127,166,20220902,1,2,0
6128,27,20250409,0,2,10
6129,173,20250915,0,2,33
6130,223,20211101,0,1,35
6131,406,20250620,0,2,19
6132,286,20221003,0,4,1
6133,249,20220118,0,2,4
6134,496,20250320,0,2,8
6135,461,20221019,0,1,14
6136,333,20220327,0,3,6
6137,377,20211024,0,4,3
6138,335,20230907,0,5,12
6139,260,20220416,0,4,31
6140,468,20241115,0,5,18
6141,150,20230611,0,1,10
6142,183,20210723,0,2,26
6143,411,20220512,0,5,3
6144,372,20230323,0,1,2
6145,474,20230816,0,3,35
6146,335,20241225,1,1,37
6147,146,20250721,0,1,2
6148,230,20221115,0,5,33
6149,31,20220204,0,4,29
6150,476,20251111,0,5,1
6151,433,20250226,0,1,17
6152,90,20250227,0,3,11
6153,245,20231016,0,1,25
6154,116,20210929,0,3,32
6155,34,20230516,0,3,6
6156,64,20240303,0,5,26
6157,215,20240404,0,3,4
6158,400,20220811,0,2,6
6159,17,20220210,0,2,5
6160,30,20210518,0,3,37
6161,147,20240516,0,2,17
6162,28,20250703,0,5,16
6163,234,20230905,0,4,16
6164,390,20231004,0,2,33
6165,80,20220708,0,2,20
6166,53,20230116,0,2,14
6167,36,20210708,0,5,32
6168,249,20221102,0,2,30
6169,95,20220410,1,5,11
6170,42,20231216,0,2,35
6171,224,20221118,1,4,5
6172,87,20231110,0,1,26
6173,392,20210303,1,4,11
6174,110,20220510,0,5,34
6175,299,20230110,0,5,31
6176,217,20221103,0,5,36
6177,246,20250222,0,3,32
6178,272,20220130,0,5,35
6179,254,20210917,0,5,19
6180,58,20250929,0,1,31
6181,233,20221221,0,2,24
6182,7,20231016,0,4,16
6183,130,20251102,0,4,24
