Shipment_ID,Date_ID,Region_ID,Delivery_Time,Delay_Flag,Shipment_Cost
1806,20240518,5,7,1,12118
1807,20251212,2,13,0,969
1808,20211115,5,11,0,6938
1809,20240905,6,3,1,19328
1810,20220730,2,2,0,13260
1811,20240828,3,3,0,3750
1812,20220703,6,8,0,9452
1813,20210423,2,5,0,10277
1814,20211008,3,10,0,4699
1815,20251226,6,2,0,15733
1816,20221222,6,12,0,5640
1817,20210307,5,3,1,10736
1818,20250318,7,6,0,6453
1819,20251224,2,7,1,11485
1820,20240209,2,6,0,15511
1821,20220322,5,8,0,5508
1822,20220911,7,4,1,13745
1823,20251224,2,14,0,15115
1824,20251227,3,14,0,5601
1825,20221214,7,7,0,12305
1826,20251126,3,2,0,559
1827,20210527,2,9,0,7830
1828,20220926,6,2,1,10408
1829,20231112,2,13,0,4777
1830,20220325,5,9,0,8296
1831,20250417,4,13,0,7145
1832,20240515,4,1,0,19103
1833,20241219,2,5,0,15158
1834,20251229,2,14,0,16111
1835,20230729,3,10,0,6214
1836,20240630,3,3,1,1278
1837,20240509,2,10,1,19907
1838,20240508,2,1,0,9823
1839,20211122,2,13,0,14894
1840,20221220,2,5,0,8556
1841,20220730,5,5,1,7570
1842,20241104,6,2,0,17195
1843,20220814,6,5,0,1581
1844,20250927,3,10,1,7570
1845,20220804,1,9,0,7452
1846,20250209,4,1,1,10373
1847,20220804,5,11,0,4239
1848,20210902,7,11,0,3343
1849,20210325,4,13,1,17027
1850,20240227,1,3,0,11966
1851,20210813,4,4,1,11703
1852,20240114,3,5,0,11491
1853,20210615,6,3,0,18705
1854,20231107,4,14,1,5378
1855,20220123,5,2,1,19636
1856,20240820,7,4,0,1306
1857,20220222,1,9,0,891
1858,20241014,6,12,0,10506
1859,20211219,4,12,0,15666
1860,20230711,2,7,0,19024
1861,20211203,6,1,1,10025
1862,20241031,5,8,0,14738
1863,20231108,3,6,0,8609
1864,20230910,5,9,0,11883
1865,20240103,7,8,0,9628
1866,20230812,6,14,0,12293
1867,20220828,1,13,0,16438
1868,20210601,7,6,0,10953
1869,20230101,1,6,0,17210
1870,20220416,5,14,0,10608
1871,20251104,3,10,0,8529
1872,20220504,5,2,0,5837
1873,20230411,2,3,0,2619
1874,20241024,7,3,0,13518
1875,20241104,7,3,0,5995
1876,20230923,1,12,0,7562
1877,20210608,5,6,1,4595
1878,20230905,2,3,0,593
1879,20210116,7,8,0,19744
1880,20240831,7,1,0,19240
1881,20210827,1,8,1,14280
1882,20251108,5,2,0,19506
1883,20220420,2,7,0,18678
1884,20230611,3,1,0,2259
1885,20241111,4,11,0,3349
1886,20230825,3,9,1,13356
1887,20240429,6,13,1,6428
1888,20240129,3,5,0,15945
1889,20220322,7,2,0,15195
1890,20221107,2,8,0,15476
1891,20220323,6,14,0,716
1892,20250212,5,8,0,7328
1893,20221231,3,12,1,10674
1894,20241117,1,12,0,4735
1895,20240923,5,6,1,10947
1896,20230112,1,6,0,12139
1897,20220718,1,1,1,4386
1898,20250726,6,5,0,14465
1899,20220614,5,4,0,15356
1900,20220630,5,6,0,12742
1901,20240806,1,10,0,10620
1902,20250411,4,12,0,12230
1903,20210617,6,2,1,18355
1904,20220927,5,3,1,16942
1905,20240529,7,8,0,4143
1906,20210324,2,11,1,8498
1907,20230901,2,1,0,17225
1908,20211026,2,13,0,9726
1909,20231001,3,14,0,18580
1910,20231215,4,7,0,17243
1911,20211225,5,7,0,10920
1912,20210409,6,13,0,15372
1913,20230515,1,5,1,13411
1914,20220315,1,7,0,13398
1915,20221120,4,14,0,4995
1916,20211009,6,13,0,3262
1917,20221021,1,11,1,7552
1918,20230831,5,8,0,4205
1919,20220413,7,11,0,13686
1920,20250206,3,7,0,3871
1921,20220905,6,8,0,4463
1922,20240507,7,14,0,13304
1923,20240526,4,6,0,4789
1924,20211002,1,4,0,11131
1925,20250119,4,8,0,1460
1926,20240322,7,13,1,1172
1927,20241114,7,10,1,13685
1928,20250203,1,1,1,16208
1929,20240415,1,13,1,15404
1930,20250813,7,11,1,1555
1931,20210424,6,7,0,11087
1932,20210603,3,11,0,16234
1933,20230107,3,6,0,18900
1934,20250419,3,7,0,12360
1935,20241127,7,6,0,8229
1936,20211009,4,2,0,14291
1937,20210207,5,4,0,7429
1938,20250529,1,1,1,12259
1939,20230623,6,2,0,5932
1940,20221111,4,1,0,866
1941,20210120,4,9,0,11454
1942,20220320,1,2,0,19733
1943,20230117,5,1,0,1343
1944,20251101,4,11,1,925
1945,20220709,7,9,0,7128
1946,20210316,1,4,0,4855
1947,20211110,2,8,0,2471
1948,20210104,5,10,0,6379
1949,20221020,5,11,0,19521
1950,20230228,6,3,1,3449
1951,20241211,5,10,0,16987
1952,20220427,2,6,0,8328
1953,20221201,3,1,0,11248
1954,20250830,7,13,0,19822
1955,20210425,7,12,1,7213
1956,20220909,3,7,0,9318
1957,20230218,6,6,1,19889
1958,20240525,4,7,0,13686
1959,20251219,5,1,0,9772
1960,20230117,7,3,0,6028
1961,20250201,5,13,0,5724
1962,20230607,5,3,0,4425
1963,20211012,4,6,0,1465
1964,20230130,2,9,1,3960
1965,20230131,3,7,1,11735
1966,20220929,4,3,0,18719
1967,20220419,5,14,0,16752
1968,20220718,7,10,0,3161
1969,20250301,4,13,0,10180
1970,20240725,4,8,0,16583
1971,20240926,3,5,0,14455
1972,20250423,7,9,0,9367
1973,20230611,4,2,0,9593
1974,20230204,3,8,0,8086
1975,20210706,1,12,0,12816
1976,20230718,4,5,1,4802
1977,20250908,1,14,0,3709
1978,20230501,2,9,1,15922
1979,20250612,7,2,0,3184
1980,20250914,7,3,0,12983
1981,20250103,1,1,0,3428
1982,20240923,4,1,0,8570
1983,20240221,1,9,0,8745
1984,20230429,1,4,0,7545
1985,20240607,3,4,0,1178
1986,20210113,3,2,0,11872
1987,20230518,4,5,0,15684
1988,20220827,2,11,0,12585
1989,20211123,7,11,1,13261
1990,20231107,3,10,0,12094
1991,20210810,1,11,0,19243
1992,20220324,3,13,0,10768
1993,20210705,4,13,0,17493
1994,20240509,2,1,1,18998
1995,20250514,3,8,0,9487
1996,20251029,3,3,1,594
1997,20240114,5,3,0,12364
1998,20240625,2,3,0,17224
1999,20231121,4,5,0,18060
2000,20220101,2,11,1,11450
2001,20220403,7,12,1,8319
2002,20221103,5,14,1,18510
2003,20210328,7,9,0,2690
2004,20250602,6,3,1,19156
2005,20231218,7,14,0,11687
2006,20220819,2,6,0,4761
2007,20211208,1,4,0,18186
2008,20240922,7,1,0,873
2009,20211228,7,3,0,2113
2010,20221023,2,7,0,2994
2011,20230507,6,6,0,9082
2012,20240718,3,7,0,8345
2013,20231120,7,5,0,6128
2014,20220219,2,1,0,8748
2015,20210414,5,10,1,10562
2016,20210102,6,14,1,6484
2017,20220731,3,5,0,4212
2018,20240705,5,9,1,15565
2019,20240201,6,6,0,4376
2020,20250517,2,8,0,10646
2021,20240111,1,13,0,13100
2022,20251202,5,6,0,15566
2023,20231221,3,4,0,7803
2024,20240928,4,8,0,11678
2025,20230904,6,9,0,10724
2026,20210202,5,8,0,4742
2027,20240604,5,8,1,11437
2028,20230901,7,7,0,11885
2029,20251010,1,11,0,14157
2030,20231014,1,7,0,6766
2031,20210120,4,2,1,8897
2032,20250212,1,1,0,4684
2033,20220305,7,1,0,13844
2034,20220916,2,2,0,17403
2035,20211230,2,10,1,5092
2036,20251227,4,4,0,7486
2037,20220823,6,14,1,4446
2038,20240420,2,3,0,9065
2039,20220510,3,10,0,18368
2040,20240509,2,1,0,8804
2041,20250422,2,3,0,1473
2042,20240204,4,4,0,6732
2043,20230608,3,8,0,8955
2044,20230403,7,2,0,8777
2045,20210807,4,7,0,5420
2046,20230926,4,11,1,11702
2047,20211020,1,14,0,5829
2048,20230220,5,11,0,10655
2049,20230908,1,4,0,5742
2050,20210321,6,9,0,15380
2051,20220904,1,2,0,17650
2052,20210204,7,6,0,16104
2053,20231220,7,13,0,10430
2054,20251021,5,14,0,13522
2055,20250201,6,2,1,19284
2056,20230618,3,13,0,7376
2057,20240824,7,9,0,13292
2058,20230216,5,9,0,6849
2059,20240121,7,13,1,12754
2060,20240824,5,1,0,12932
2061,20211011,2,13,1,13607
2062,20250903,7,8,0,1456
2063,20210913,7,2,0,14198
2064,20250605,6,11,0,10012
2065,20240321,4,11,0,17027
2066,20211205,5,7,1,1912
2067,20221107,1,12,0,6117
2068,20230509,3,9,0,6732
2069,20250119,6,4,0,16982
2070,20210824,1,4,0,19756
2071,20230820,5,9,0,2425
2072,20240602,4,12,0,14538
2073,20220617,4,12,0,15141
2074,20210206,4,2,0,7309
2075,20231006,3,3,0,10406
2076,20221127,1,14,0,6259
2077,20230214,4,6,1,13159
2078,20210309,3,11,0,7505
2079,20250908,6,4,0,16636
2080,20211213,2,10,0,2873
2081,20210914,2,5,0,16407
2082,20221025,5,6,0,16543
2083,20231104,3,7,1,15740
2084,20211031,1,13,0,14364
2085,20250912,5,11,0,3497
2086,20211029,7,7,0,11334
2087,20230602,7,2,0,7253
2088,20220515,3,3,0,11901
2089,20221211,2,14,1,11002
2090,20230818,5,10,1,19847
2091,20210504,1,4,0,14983
2092,20250523,7,11,0,8525
2093,20220121,1,9,0,18278
2094,20240720,4,11,1,4198
2095,20220108,6,13,0,17378
2096,20231109,2,4,0,14503
2097,20251021,4,7,0,11515
2098,20250730,2,3,0,4304
2099,20250428,6,10,0,5552
2100,20230118,1,14,0,11988
2101,20210716,4,13,1,1082
2102,20210428,2,12,0,15464
2103,20220519,3,4,0,8308
2104,20210327,4,7,0,8565
2105,20221114,2,7,0,12190
2106,20221113,2,2,1,11319
2107,20241210,3,3,1,15578
2108,20250426,2,13,0,4373
2109,20230101,2,11,0,4559
2110,20240824,4,9,0,11004
2111,20230311,5,14,0,6344
2112,20220315,6,13,0,5998
2113,20240315,5,5,0,4633
2114,20220218,3,11,0,9886
2115,20230427,7,7,0,16609
2116,20210226,3,8,0,4261
2117,20221216,1,6,0,6903
2118,20220911,6,9,0,13071
2119,20210630,6,6,0,18758
2120,20240104,4,10,0,5339
2121,20240627,6,3,0,4710
2122,20220313,5,12,0,10899
2123,20220320,2,13,0,17433
2124,20221109,6,11,0,7405
2125,20220131,5,8,0,4860
2126,20210624,6,9,0,10418
2127,20231123,2,5,1,927
2128,20210321,4,4,0,13339
2129,20210413,7,13,1,4690
2130,20240109,7,3,0,6653
2131,20230722,2,9,0,17932
2132,20240205,7,5,0,11694
2133,20240330,3,9,0,7905
2134,20210414,3,2,0,19371
2135,20230716,5,4,0,2643
2136,20241226,2,14,0,15416
2137,20210219,1,10,0,10866
2138,20230416,1,11,0,9159
2139,20251113,5,1,0,2676
2140,20250918,6,14,0,2752
2141,20250719,1,14,0,7677
2142,20210219,6,4,0,6923
2143,20250523,4,8,0,8958
2144,20220414,3,5,0,891
2145,20240107,1,4,1,2616
2146,20250826,4,12,0,10115
2147,20210811,1,10,0,7946
2148,20231220,7,13,0,17028
2149,20240616,6,1,1,8660
2150,20220723,5,1,0,7435
2151,20240130,5,4,0,1092
2152,20250502,5,9,0,3261
2153,20241212,5,2,1,10234
2154,20240522,5,14,0,16506
2155,20230603,7,5,0,8120
2156,20231002,3,8,1,13474
2157,20221128,3,8,0,17882
2158,20210102,7,6,0,6711
2159,20250626,7,10,0,19721
2160,20211008,2,7,0,12007
2161,20241216,5,12,0,4795
2162,20250104,2,8,0,13262
2163,20230804,3,4,1,14521
2164,20250820,6,2,0,18630
2165,20240403,4,11,1,12123
2166,20210821,3,12,0,11768
2167,20240101,3,5,1,12934
2168,20231102,7,8,1,5722
2169,20220102,5,6,0,19121
2170,20230413,5,10,0,10776
2171,20210820,6,4,0,1001
2172,20251001,1,2,0,5859
2173,20220221,7,2,0,1729
2174,20250527,6,9,0,6111
2175,20230313,6,2,0,18891
2176,20240313,5,1,1,1274
2177,20241010,2,5,1,9333
2178,20220421,2,2,0,18924
2179,20220511,4,12,0,10178
2180,20250510,3,7,0,16485
2181,20250909,6,1,0,19189
2182,20230818,4,2,0,18568
2183,20240404,4,9,0,7416
2184,20210726,2,6,0,2697
2185,20250501,4,1,0,906
2186,20240302,1,2,0,1912
2187,20221108,5,6,0,7128
2188,20211024,2,14,0,6627
2189,20230804,2,8,1,19046
2190,20240201,5,7,0,15894
2191,20230829,3,14,0,6668
2192,20230410,2,14,0,5370
2193,20240801,1,5,0,17553
2194,20220621,1,6,0,4736
2195,20240425,3,2,0,2847
2196,20210601,2,7,1,6602
2197,20230109,3,11,0,1831
2198,20210925,4,14,0,622
2199,20230104,2,7,0,1960
2200,20210823,7,10,0,3304
2201,20220109,3,8,1,15548
2202,20221001,7,1,0,8042
2203,20241108,6,10,0,12537
2204,20220304,2,9,0,19853
2205,20220903,6,8,0,13179
2206,20210909,1,3,0,11188
2207,20250925,1,10,0,15083
2208,20210823,2,12,0,17406
2209,20211019,7,8,0,10867
2210,20220525,3,4,0,5923
2211,20210416,7,14,0,5998
2212,20210617,4,10,0,7317
2213,20230718,6,6,0,19885
2214,20210816,6,13,0,7720
2215,20250713,1,1,0,14563
2216,20251016,7,11,0,7924
2217,20211016,3,8,0,1244
2218,20210331,3,14,1,17162
2219,20220528,3,2,0,16422
2220,20240630,5,1,0,2645
2221,20221219,7,9,0,10439
2222,20220621,7,12,1,2473
2223,20241001,4,4,0,13743
2224,20250922,3,11,0,11270
2225,20211019,7,13,0,13755
2226,20231015,3,2,0,7698
2227,20231027,7,9,0,2735
2228,20221014,7,1,0,2377
2229,20220118,5,4,1,15918
2230,20230926,6,8,0,12923
2231,20240923,1,14,0,8738
2232,20221114,4,3,0,8908
2233,20241106,4,10,0,5627
2234,20220414,5,2,1,19923
2235,20231215,3,11,0,4118
2236,20210831,6,6,0,19264
2237,20230205,4,7,0,15628
2238,20241215,7,4,0,11028
2239,20251101,2,13,1,2689
2240,20231201,1,9,0,5546
2241,20230618,1,5,0,3190
2242,20230714,7,9,0,1117
2243,20220127,4,4,1,5887
2244,20240120,5,14,0,9898
2245,20250720,7,7,1,9945
2246,20230704,4,12,0,11620
2247,20230711,6,6,1,14400
2248,20250714,1,4,0,4854
2249,20240808,5,4,1,17959
2250,20221225,4,8,0,19762
2251,20230506,7,1,0,10665
2252,20250621,1,7,0,4432
2253,20220419,7,10,0,15248
2254,20210114,3,11,0,17325
2255,20230220,4,9,0,4759
2256,20210106,3,7,0,8298
2257,20220114,7,11,0,10194
2258,20221110,5,8,0,1439
2259,20240817,1,3,0,2229
2260,20211007,1,5,0,2038
2261,20210621,3,13,0,17420
2262,20220626,1,11,0,15108
2263,20250105,1,9,0,8469
2264,20231225,1,6,0,15101
2265,20230825,4,11,0,10730
2266,20210701,2,5,1,16637
2267,20230209,2,6,1,11384
2268,20210404,2,11,0,13192
2269,20210508,2,14,0,8894
2270,20250319,7,2,1,6586
2271,20220201,5,10,1,13650
2272,20250530,4,11,0,5468
2273,20251118,1,12,0,11627
2274,20210121,5,3,1,4614
2275,20250801,2,1,1,13551
2276,20210705,5,9,0,7259
2277,20221029,5,14,0,7645
2278,20210430,5,5,0,6250
2279,20210722,3,5,0,9553
2280,20250903,5,6,1,883
2281,20230721,6,4,0,7375
2282,20240805,3,1,0,15614
2283,20210406,2,5,0,17198
2284,20211211,7,1,1,17260
2285,20220521,3,4,0,17138
2286,20220620,7,11,1,14928
2287,20220403,2,8,0,5640
2288,20210126,2,2,0,3593
2289,20230903,5,12,0,13283
2290,20231102,1,5,0,16797
2291,20241222,6,3,0,10189
2292,20240329,7,12,0,12560
2293,20251119,5,13,0,13119
2294,20230818,2,8,0,1236
2295,20240405,6,2,1,8908
2296,20241212,5,2,1,6182
2297,20231204,7,4,1,15749
2298,20240608,5,2,0,7861
2299,20240618,3,10,0,3240
2300,20231209,6,1,0,10124
2301,20210509,2,3,0,3270
2302,20251004,3,4,0,10944
2303,20230523,4,2,0,18659
2304,20221024,5,7,0,9804
2305,20210206,6,6,1,15771
2306,20220308,4,8,0,15073
2307,20240507,3,2,0,18594
2308,20240803,6,8,0,8185
2309,20250226,1,14,0,12365
2310,20240225,3,4,0,10110
2311,20210925,6,1,0,15625
2312,20240123,3,10,0,7357
2313,20240206,6,5,0,14192
2314,20210906,4,9,0,11206
2315,20250314,2,1,0,11117
2316,20230116,7,3,0,8128
2317,20210405,7,9,0,9125
2318,20211101,3,10,0,4034
2319,20250825,2,10,0,8115
2320,20220122,6,12,1,4081
2321,20220813,2,4,0,15718
2322,20210529,5,3,0,17481
2323,20250321,3,10,0,18341
2324,20241106,4,4,0,3444
2325,20240709,4,8,0,19163
2326,20221109,2,9,0,18929
2327,20251115,3,4,0,7467
2328,20230529,6,9,0,7465
2329,20241113,5,12,0,15268
2330,20221218,3,13,1,14021
2331,20210415,1,1,0,5068
2332,20210420,2,2,0,4955
2333,20210725,4,6,0,12985
2334,20230425,1,8,0,15368
2335,20230101,3,2,0,19098
2336,20240814,2,9,0,6971
2337,20250721,7,11,0,3253
2338,20230615,3,1,0,2186
2339,20250704,4,14,0,7767
2340,20220215,2,10,1,7470
2341,20230705,5,12,0,12266
2342,20211120,5,4,0,19480
2343,20210923,3,9,1,10320
2344,20230701,1,13,0,5243
2345,20240808,7,4,0,19074
2346,20220202,1,8,0,18871
2347,20231214,3,3,0,16836
2348,20240224,5,5,0,10781
2349,20220525,2,10,0,17866
2350,20250714,5,12,0,16086
2351,20230227,6,11,0,8309
2352,20230202,2,10,0,4070
2353,20220404,3,3,0,1401
2354,20250916,4,10,1,16790
2355,20240103,6,14,0,1189
2356,20211210,7,14,0,14808
2357,20240131,6,2,0,17994
2358,20211007,5,7,0,6360
2359,20241006,5,11,0,13343
2360,20250104,1,10,1,2385
2361,20250823,1,5,0,14173
2362,20230706,6,14,0,6489
2363,20221222,1,6,1,897
2364,20240127,7,11,0,7204
2365,20230612,4,11,0,15962
2366,20220920,2,10,0,6043
2367,20230423,7,5,1,15851
2368,20221228,5,11,0,17976
2369,20240417,2,14,0,2934
2370,20231115,2,1,1,3308
2371,20231208,7,5,0,11386
2372,20251123,5,9,1,17588
2373,20250313,4,12,0,9773
2374,20241130,6,3,1,6991
2375,20230119,5,8,0,16362
2376,20230212,7,7,0,15935
2377,20241215,6,5,1,11043
2378,20220422,2,1,0,8046
2379,20210603,3,4,0,16794
2380,20250619,1,5,0,3641
2381,20211117,7,13,0,6792
2382,20210716,5,12,0,17624
2383,20250126,5,7,0,4201
2384,20230118,6,7,0,19465
2385,20250423,7,8,0,1480
2386,20250406,1,5,0,8696
2387,20240404,3,7,0,5753
2388,20251208,7,3,0,6891
2389,20251224,6,3,0,6206
2390,20241101,5,12,0,6396
2391,20240213,1,7,0,1543
2392,20250618,7,11,1,4633
2393,20250130,7,8,0,11144
2394,20230416,2,11,0,5082
2395,20250712,2,3,0,10223
2396,20231206,7,1,1,2159
2397,20241009,4,8,0,3906
2398,20210403,5,9,1,10796
2399,20230203,3,3,0,19224
2400,20210318,1,4,0,16615
2401,20221209,6,7,0,17723
2402,20230407,1,3,0,2103
2403,20241203,2,1,0,19898
2404,20210721,4,8,1,13143
2405,20210928,7,13,0,14362
2406,20211023,1,5,0,14904
2407,20250615,2,9,0,15444
2408,20241102,7,10,0,18936
2409,20230525,4,13,0,12175
2410,20220825,1,9,0,17698
2411,20250125,4,2,0,12820
2412,20221203,2,2,0,5980
2413,20210607,1,8,0,19749
2414,20230912,4,14,0,3933
2415,20211027,5,9,0,17539
2416,20240828,4,6,0,1476
2417,20221123,1,1,0,19383
2418,20210404,4,6,0,2612
2419,20240720,6,2,0,11293
2420,20251207,4,7,0,2735
2421,20230525,6,4,0,11583
2422,20211120,4,9,0,19100
2423,20221211,3,12,0,13006
2424,20241120,7,14,1,10974
2425,20250211,1,5,0,5431
2426,20230716,4,8,0,11976
2427,20220629,7,4,1,17584
2428,20220919,6,11,0,8928
2429,20241001,5,13,0,1505
2430,20230830,4,5,0,11373
2431,20250626,3,9,0,7804
2432,20220112,1,8,1,3160
2433,20241128,7,8,0,4807
2434,20231019,6,10,0,2424
2435,20251125,3,9,0,14105
2436,20220310,4,7,0,869
2437,20250312,5,8,0,6330
2438,20210728,5,7,1,14766
2439,20230313,2,2,1,11559
2440,20240415,6,9,0,12484
2441,20251230,4,6,0,9742
2442,20250311,2,12,0,3289
2443,20221023,1,2,1,1879
2444,20220904,5,1,0,19823
2445,20230327,2,7,0,6986
2446,20220905,4,6,0,11560
2447,20220705,5,9,0,5340
2448,20220210,6,11,1,18969
2449,20210625,6,1,0,1009
2450,20240614,3,12,0,19620
2451,20210605,1,3,0,18878
2452,20221109,5,11,0,1788
2453,20230727,2,11,0,2501
2454,20221207,3,2,0,3204
2455,20221013,2,14,0,19919
2456,20240818,4,14,0,9456
2457,20231122,5,11,0,17880
2458,20220428,5,4,0,9363
2459,20250411,4,12,0,2441
2460,20240903,7,1,0,14392
2461,20240226,5,13,0,19087
2462,20211023,3,12,0,5661
2463,20221006,2,6,0,10881
2464,20250719,5,4,1,10852
2465,20230713,4,5,0,10201
2466,20240208,2,11,0,2942
2467,20220917,5,3,0,18223
2468,20230328,1,3,0,10258
2469,20250110,6,4,0,11017
2470,20230315,4,8,0,9437
2471,20230225,1,9,0,5010
2472,20211003,4,3,1,5482
2473,20240802,4,4,0,11465
2474,20210518,6,10,0,1766
2475,20220411,5,9,1,12857
2476,20251122,1,7,0,13487
2477,20220703,1,11,0,9564
2478,20230913,5,5,0,3679
2479,20250909,2,9,0,838
2480,20251013,1,2,0,8416
2481,20240306,4,9,0,7237
2482,20210904,5,10,0,17162
2483,20251025,5,8,0,1126
2484,20231215,3,3,1,8932
2485,20230516,3,13,1,17114
2486,20211208,7,5,0,6031
2487,20250301,6,7,0,11835
2488,20250313,3,9,0,2835
2489,20240930,7,14,1,16472
2490,20240111,4,13,1,14461
2491,20250429,4,9,0,567
2492,20220213,5,14,1,14936
2493,20230511,7,2,0,5464
2494,20250719,5,5,0,17894
2495,20240820,7,12,0,16424
2496,20211109,4,10,0,720
2497,20220913,7,6,0,12312
2498,20240404,1,3,0,6652
2499,20250320,7,3,0,5013
2500,20240720,3,13,0,14815
2501,20220922,3,12,0,1514
2502,20221023,4,9,0,14641
2503,20250310,7,14,0,6083
2504,20210821,5,14,0,18334
2505,20230127,7,10,0,18708
2506,20220512,1,2,0,12101
2507,20220710,5,6,0,14984
2508,20230616,7,11,1,7952
2509,20220320,4,6,0,1426
2510,20230613,5,9,1,18396
2511,20220816,4,6,0,4477
2512,20251215,4,10,1,3705
2513,20251017,3,7,1,10225
2514,20250415,1,5,0,4803
2515,20230921,7,8,1,13866
2516,20220621,2,7,1,3158
2517,20220318,7,11,1,8716
2518,20240517,3,11,0,19834
2519,20220710,2,4,0,7494
2520,20220805,7,6,0,15188
2521,20220423,4,6,0,14293
2522,20241121,6,10,0,1291
2523,20240419,4,10,1,12739
2524,20250727,6,7,0,12479
2525,20251202,4,3,0,3693
2526,20230615,2,13,0,9604
2527,20211211,6,10,0,9504
2528,20220803,7,9,0,6855
2529,20210128,6,13,0,19301
2530,20220417,4,7,0,7054
2531,20250802,2,1,1,17709
2532,20210812,5,8,1,18381
2533,20230219,4,8,0,17770
2534,20220615,2,9,0,9435
2535,20220501,1,7,0,6592
2536,20240924,7,11,0,13308
2537,20240512,3,3,0,6548
2538,20220313,3,5,0,17370
2539,20240702,4,13,0,17196
2540,20250206,5,8,0,10421
2541,20230922,5,13,1,9967
2542,20230625,2,5,0,9706
2543,20240102,2,12,0,7704
2544,20230514,7,9,0,3298
2545,20211123,1,4,1,17452
2546,20230713,1,3,1,15930
2547,20220412,3,13,0,781
2548,20220731,3,1,0,17548
2549,20220821,6,14,0,18125
2550,20241117,4,7,0,11448
2551,20251215,4,10,0,12635
2552,20240505,4,8,0,1667
2553,20221222,3,7,1,11372
2554,20211025,2,1,0,9984
2555,20210329,7,1,1,16679
2556,20211001,6,1,0,18766
2557,20220318,5,5,1,13116
2558,20241005,7,7,0,9675
2559,20250109,1,5,0,17260
2560,20220117,6,9,0,3832
2561,20211127,1,2,0,581
2562,20250122,3,13,0,7352
2563,20250106,4,13,0,8873
2564,20230713,2,1,0,4148
2565,20220929,2,13,0,16793
2566,20221102,1,4,1,2578
2567,20240222,2,3,1,8809
2568,20220303,1,14,1,13480
2569,20230506,1,3,0,1142
2570,20210619,3,13,0,19824
2571,20210126,7,5,0,14930
2572,20220731,5,9,0,7485
2573,20240711,4,14,0,1589
2574,20220809,6,3,0,4324
2575,20220908,5,14,1,2606
2576,20240831,1,7,0,19926
2577,20240808,2,8,1,11145
2578,20220820,1,6,1,3345
2579,20220604,2,10,0,10327
2580,20240124,5,8,1,12700
2581,20221107,7,5,0,18254
2582,20251001,6,4,0,11885
2583,20211010,5,4,0,11375
2584,20230822,1,5,0,16185
2585,20221126,5,7,0,6498
2586,20210428,5,4,0,4864
2587,20240304,3,1,0,4306
2588,20251208,6,12,0,17022
2589,20220909,1,8,0,595
2590,20250715,4,10,0,13095
2591,20210715,2,5,0,8822
2592,20220826,4,6,0,7088
2593,20250731,1,5,0,17228
2594,20220528,2,10,1,10883
2595,20210904,5,12,0,6915
2596,20211102,7,2,1,7960
2597,20210115,3,3,0,5425
2598,20231222,7,8,0,16497
2599,20241224,5,5,0,8184
2600,20250917,4,5,0,13874
2601,20250406,6,4,0,9307
2602,20230423,3,11,0,5315
2603,20210831,4,7,0,6331
2604,20221116,2,8,0,6801
2605,20221230,6,6,1,14845
2606,20220122,3,6,0,8756
2607,20240310,7,5,1,9760
2608,20220823,7,11,0,13843
2609,20250927,4,7,0,4911
2610,20231214,6,13,0,19466
2611,20250125,2,12,0,4918
2612,20241123,2,1,0,7038
2613,20221113,5,1,0,865
2614,20211002,1,8,0,17222
2615,20220614,6,2,0,7419
2616,20220324,1,14,1,4123
2617,20210109,7,8,0,4442
2618,20241030,1,6,1,617
2619,20240614,3,13,0,5149
2620,20221022,7,7,0,6073
2621,20240724,5,7,0,15611
2622,20221104,6,5,0,16604
2623,20231106,6,12,0,18290
2624,20220315,2,4,0,6102
2625,20250417,1,11,0,12649
2626,20210430,7,7,0,2985
2627,20251126,7,9,1,7896
2628,20220422,3,1,0,11711
2629,20241105,2,3,0,7118
2630,20240823,1,13,0,10763
2631,20230105,3,10,0,16934
2632,20230815,6,10,0,15702
2633,20251128,1,5,1,9416
2634,20220124,4,5,1,7716
2635,20210412,6,10,0,18906
2636,20240128,1,9,0,6896
2637,20240727,5,8,0,13741
2638,20250318,1,13,0,10760
2639,20220405,3,7,0,19063
2640,20220406,6,12,0,17459
2641,20240910,1,3,1,12865
2642,20230922,5,8,0,9622
2643,20231121,3,14,0,18392
2644,20220514,3,8,0,18519
2645,20241210,6,9,0,13755
2646,20230501,3,2,1,17069
2647,20211205,6,13,0,18004
2648,20230705,1,13,0,3028
2649,20230401,1,5,0,9352
2650,20230616,3,11,0,16444
2651,20220401,4,7,0,12722
2652,20241203,2,2,0,10330
2653,20240703,6,6,0,7563
2654,20250713,5,7,1,12640
2655,20250908,7,13,0,12233
2656,20231017,6,7,0,10796
2657,20210528,1,1,0,15562
2658,20250426,5,11,1,15917
2659,20210221,2,8,0,17247
2660,20240124,3,6,0,8564
2661,20240502,3,9,0,2384
2662,20210927,2,1,0,17155
2663,20230708,4,6,0,1081
2664,20230409,3,9,0,13024
2665,20220508,2,7,0,6961
2666,20221022,4,8,0,8432
2667,20220916,7,5,1,18874
2668,20210202,6,5,1,17971
2669,20241214,2,1,1,5332
2670,20250616,6,4,0,11007
2671,20221227,5,2,0,13796
2672,20250805,6,10,0,8751
2673,20250627,1,8,0,7892
2674,20231005,2,10,0,3355
2675,20210508,6,10,0,5342
2676,20220915,3,7,1,8033
2677,20220717,2,5,0,14615
2678,20241029,3,10,0,939
