Incident_ID,Date_ID,Region_ID,Crime_Type,Severity,Resolved_Flag
11422,20230611,1,Robbery,Low,0
11423,20221108,1,Assault,High,1
11424,20251129,1,Assault,High,1
11425,20250718,4,Assault,Medium,1
11426,20230315,1,Robbery,Low,0
11427,20210507,1,Robbery,High,1
11428,20210409,5,Assault,Low,1
11429,20210319,6,Cybercrime,Medium,1
11430,20220705,1,Cybercrime,Medium,1
11431,20250901,2,Assault,High,1
11432,20250728,5,Robbery,High,0
11433,20240929,1,Assault,High,0
11434,20240207,5,Robbery,Medium,0
11435,20250825,1,Cybercrime,Low,0
11436,20220506,5,Cybercrime,High,1
11437,20240211,2,Assault,High,1
11438,20211112,2,Robbery,High,1
11439,20220703,5,Assault,Low,1
11440,20220205,1,Assault,Low,0
11441,20231022,2,Robbery,Low,1
11442,20211225,7,Cybercrime,Low,0
11443,20230510,1,Cybercrime,Low,0
11444,20220107,1,Assault,Medium,1
11445,20240308,7,Robbery,Medium,1
11446,20240403,1,Cybercrime,High,0
11447,20250911,1,Robbery,Medium,1
11448,20220217,1,Assault,Low,1
11449,20251110,2,Assault,Low,0
11450,20250820,5,Assault,Low,0
11451,20231113,7,Assault,Medium,1
11452,20241103,3,Assault,Medium,0
11453,20250627,6,Cybercrime,Low,1
11454,20241209,7,Assault,High,0
11455,20221207,1,Robbery,Medium,0
11456,20220817,1,Robbery,Medium,1
11457,20220502,5,Cybercrime,Low,1
11458,20240909,1,Cybercrime,Medium,1
11459,20230222,5,Assault,Low,1
11460,20241212,3,Robbery,High,0
11461,20210103,7,Robbery,High,1
11462,20220909,5,Robbery,Medium,1
11463,20250924,1,Robbery,Low,1
11464,20231206,1,Robbery,High,1
11465,20230802,1,Assault,Low,1
11466,20241010,1,Cybercrime,Medium,0
11467,20240815,1,Cybercrime,Medium,1
11468,20240121,1,Cybercrime,Medium,1
11469,20230322,4,Robbery,Low,1
11470,20220107,5,Robbery,High,1
11471,20250822,1,Assault,High,1
11472,20250315,5,Assault,High,1
11473,20211222,3,Assault,High,0
11474,20240420,1,Assault,Medium,0
11475,20231022,4,Cybercrime,High,1
11476,20251231,2,Robbery,Medium,0
11477,20210223,4,Cybercrime,Medium,1
11478,20210309,3,Cybercrime,High,1
11479,20251122,7,Robbery,Medium,1
11480,20240527,1,Assault,High,1
11481,20211211,6,Robbery,Low,1
11482,20221007,6,Robbery,Low,1
11483,20210419,1,Robbery,Medium,0
11484,20210526,4,Cybercrime,Medium,1
11485,20210915,5,Cybercrime,Low,1
11486,20251221,1,Robbery,Medium,1
11487,20230220,1,Assault,High,1
11488,20210311,5,Assault,High,0
11489,20220825,1,Assault,High,0
11490,20240522,1,Robbery,Low,0
11491,20230814,1,Robbery,Low,1
11492,20250417,6,Cybercrime,Low,1
11493,20231128,1,Robbery,High,1
11494,20230509,6,Robbery,Medium,0
11495,20251016,4,Robbery,High,0
11496,20251114,1,Robbery,High,1
11497,20231115,1,Assault,Low,1
11498,20250516,3,Cybercrime,High,0
11499,20250713,7,Robbery,Medium,1
11500,20251214,1,Assault,High,0
11501,20220308,6,Cybercrime,High,1
11502,20230810,3,Assault,High,1
11503,20211018,6,Robbery,High,1
11504,20211104,6,Assault,Medium,0
11505,20230811,1,Assault,Medium,1
11506,20240514,1,Robbery,Low,1
11507,20230529,1,Cybercrime,Medium,0
11508,20251012,6,Cybercrime,Low,1
11509,20230611,1,Robbery,High,1
11510,20210509,1,Robbery,High,1
11511,20230118,2,Assault,Medium,1
11512,20210602,1,Cybercrime,Low,1
11513,20250728,1,Robbery,Low,1
11514,20250330,5,Cybercrime,Low,1
11515,20240113,1,Cybercrime,Medium,1
11516,20240915,2,Assault,Low,0
11517,20251223,7,Assault,Low,0
11518,20240119,4,Cybercrime,Medium,0
11519,20251121,7,Assault,High,0
11520,20240223,1,Robbery,Medium,1
11521,20210725,4,Cybercrime,High,1
11522,20230630,1,Cybercrime,Low,0
11523,20240712,2,Cybercrime,Medium,1
11524,20241209,2,Robbery,Low,0
11525,20250918,7,Cybercrime,Low,1
11526,20210904,4,Robbery,High,1
11527,20221207,6,Robbery,Medium,1
11528,20220802,1,Robbery,High,1
11529,20240201,5,Cybercrime,Medium,1
11530,20220313,5,Assault,High,0
11531,20230406,2,Cybercrime,High,1
11532,20250303,1,Robbery,High,1
11533,20230725,1,Cybercrime,Low,1
11534,20231015,1,Robbery,High,1
11535,20240209,2,Robbery,Medium,1
11536,20240106,6,Robbery,High,1
11537,20240620,7,Cybercrime,Low,0
11538,20210301,1,Assault,Low,1
11539,20250925,6,Cybercrime,Low,0
11540,20220428,1,Cybercrime,Medium,1
11541,20220531,7,Assault,Medium,1
11542,20241120,1,Assault,Medium,0
11543,20230126,1,Assault,Low,0
11544,20210327,7,Robbery,High,0
11545,20210509,1,Robbery,Low,0
11546,20210929,1,Cybercrime,Medium,1
11547,20211211,1,Robbery,High,1
11548,20241024,6,Cybercrime,High,1
11549,20210919,1,Robbery,Low,1
11550,20211111,4,Assault,Medium,1
11551,20210724,3,Cybercrime,Medium,0
11552,20211103,5,Robbery,Low,1
11553,20250310,1,Robbery,Medium,1
11554,20230129,3,Assault,High,1
11555,20210319,6,Cybercrime,High,1
11556,20231222,1,Cybercrime,High,1
11557,20250225,1,Robbery,Medium,1
11558,20250608,2,Cybercrime,High,1
11559,20240806,6,Robbery,Medium,1
11560,20210612,6,Assault,Low,1
11561,20220726,1,Assault,High,1
11562,20240111,3,Robbery,Low,1
11563,20210913,2,Robbery,Medium,1
11564,20250323,5,Assault,Low,1
11565,20210921,6,Robbery,Medium,1
11566,20230530,3,Robbery,High,1
11567,20240818,1,Robbery,Low,0
11568,20250424,5,Robbery,High,1
11569,20251216,1,Robbery,Low,1
11570,20230330,1,Robbery,Low,0
11571,20230701,5,Assault,Low,0
11572,20241127,7,Robbery,Medium,1
11573,20230506,1,Cybercrime,Medium,0
11574,20210124,1,Cybercrime,High,0
11575,20230318,3,Assault,Medium,1
11576,20220104,6,Assault,High,1
11577,20211229,2,Robbery,Low,1
11578,20211028,7,Robbery,High,0
11579,20220221,4,Cybercrime,High,1
11580,20240827,1,Assault,High,1
11581,20240707,4,Robbery,Low,0
11582,20230221,7,Assault,Medium,0
11583,20250530,7,Assault,Medium,0
11584,20250712,3,Assault,Low,0
11585,20210409,7,Cybercrime,Medium,0
11586,20221015,5,Assault,Low,1
11587,20220920,1,Cybercrime,Low,1
11588,20230406,2,Robbery,High,1
11589,20240628,2,Assault,Medium,1
11590,20210228,7,Assault,High,1
11591,20220427,4,Assault,High,1
11592,20250526,1,Cybercrime,Medium,1
11593,20241027,7,Assault,High,1
11594,20220323,7,Assault,Low,1
11595,20241027,3,Assault,Low,1
11596,20210729,1,Robbery,High,1
11597,20211029,6,Cybercrime,Low,1
11598,20211214,1,Robbery,High,0
11599,20210628,6,Cybercrime,Medium,1
11600,20240327,1,Robbery,Low,1
11601,20211005,1,Assault,Low,1
11602,20230418,4,Cybercrime,Medium,1
11603,20230321,3,Cybercrime,Low,1
11604,20230902,6,Assault,Medium,1
11605,20210429,1,Assault,Medium,1
11606,20250116,1,Assault,Medium,1
11607,20250307,1,Assault,High,1
11608,20221108,1,Assault,High,0
11609,20230402,1,Assault,Medium,1
11610,20230410,2,Robbery,Low,0
11611,20230202,6,Assault,Medium,1
11612,20210519,4,Cybercrime,High,0
11613,20251214,7,Cybercrime,High,1
11614,20240915,1,Assault,Medium,0
11615,20240131,1,Assault,Medium,0
11616,20250327,2,Assault,High,0
11617,20221128,6,Assault,High,1
11618,20230401,4,Cybercrime,High,1
11619,20250517,4,Assault,Low,1
11620,20251127,3,Assault,Medium,1
11621,20250520,3,Assault,High,1
11622,20240424,4,Cybercrime,Low,1
11623,20211102,7,Robbery,Low,1
11624,20220921,1,Assault,Low,1
11625,20220719,2,Robbery,Low,1
11626,20220904,1,Cybercrime,High,1
11627,20210109,1,Robbery,High,0
11628,20250325,2,Robbery,Low,1
11629,20221008,7,Cybercrime,Medium,0
11630,20211213,1,Robbery,Low,1
11631,20250121,3,Assault,Low,0
11632,20250504,4,Assault,Medium,0
11633,20210327,1,Cybercrime,High,0
11634,20210820,6,Assault,High,1
11635,20210503,5,Robbery,Medium,1
11636,20250807,5,Assault,High,1
11637,20250718,2,Assault,Low,1
11638,20241115,7,Robbery,Low,1
11639,20210710,5,Assault,High,0
11640,20250520,7,Robbery,High,1
11641,20231211,3,Assault,High,1
11642,20250201,1,Assault,Low,0
11643,20210809,5,Cybercrime,Medium,0
11644,20250828,1,Robbery,Medium,0
11645,20210307,1,Robbery,High,1
11646,20230415,6,Assault,High,0
11647,20210714,6,Robbery,Low,1
11648,20230620,7,Robbery,Low,1
11649,20251125,5,Robbery,Medium,1
11650,20220721,2,Assault,Low,0
11651,20240111,1,Robbery,Medium,1
11652,20250515,7,Robbery,Medium,0
11653,20251202,1,Cybercrime,Low,1
11654,20211207,2,Robbery,Low,1
11655,20220113,1,Cybercrime,High,1
11656,20250110,4,Robbery,Medium,0
11657,20210524,1,Cybercrime,Medium,1
11658,20250311,3,Assault,High,1
11659,20230629,3,Cybercrime,High,1
11660,20210730,2,Assault,Low,0
11661,20250522,5,Robbery,Low,0
11662,20250116,4,Assault,Medium,1
11663,20210503,3,Assault,Medium,1
11664,20210422,1,Cybercrime,Medium,0
11665,20221102,7,Assault,High,1
11666,20240421,6,Robbery,Low,0
11667,20230517,2,Assault,High,0
11668,20240702,1,Robbery,Low,1
11669,20210804,1,Cybercrime,Low,1
11670,20210824,1,Assault,High,1
11671,20250328,5,Cybercrime,Low,0
11672,20250521,1,Robbery,Low,1
11673,20210704,7,Cybercrime,Medium,1
11674,20230224,4,Cybercrime,High,1
11675,20210305,1,Cybercrime,Low,0
11676,20251122,6,Assault,Medium,1
11677,20220712,4,Robbery,Medium,0
11678,20250210,6,Cybercrime,Medium,1
11679,20230516,1,Cybercrime,Medium,0
11680,20240115,5,Cybercrime,High,1
11681,20220521,1,Robbery,High,1
11682,20250814,1,Assault,High,1
11683,20210805,7,Cybercrime,Low,1
11684,20250503,1,Robbery,High,1
11685,20221221,1,Robbery,Low,1
11686,20230404,1,Cybercrime,High,1
11687,20210920,2,Assault,High,1
11688,20250819,3,Assault,High,1
11689,20230607,2,Cybercrime,Low,0
11690,20231205,1,Robbery,Low,1
11691,20210811,1,Robbery,Low,1
11692,20230805,7,Cybercrime,Medium,0
11693,20241130,1,Cybercrime,High,1
11694,20220718,5,Cybercrime,Medium,0
11695,20211109,5,Assault,Medium,1
11696,20220520,1,Assault,High,0
11697,20231221,6,Assault,Medium,0
11698,20220610,1,Assault,Medium,1
11699,20210610,1,Assault,Low,0
11700,20220422,1,Assault,Medium,1
11701,20240822,1,Assault,Low,1
11702,20221007,5,Cybercrime,High,0
11703,20240630,6,Robbery,Low,1
11704,20210323,3,Assault,High,1
11705,20230718,1,Cybercrime,High,0
11706,20250121,4,Assault,High,1
11707,20240323,1,Cybercrime,High,1
11708,20220212,6,Assault,Medium,1
11709,20210605,1,Assault,Low,1
11710,20231228,3,Assault,High,1
11711,20210215,1,Cybercrime,Low,0
11712,20251024,5,Assault,High,1
11713,20250811,7,Assault,Low,0
11714,20240226,4,Cybercrime,High,0
11715,20250818,1,Cybercrime,Low,1
11716,20240526,4,Robbery,Medium,1
11717,20241005,1,Robbery,Medium,1
11718,20220221,6,Robbery,Medium,1
11719,20220404,2,Cybercrime,Low,0
11720,20210605,1,Assault,High,1
11721,20241106,3,Assault,Low,0
11722,20220826,6,Robbery,High,1
11723,20230912,7,Assault,Medium,1
11724,20210518,1,Robbery,Low,0
11725,20250330,1,Robbery,Medium,1
11726,20230315,1,Robbery,Low,1
11727,20220521,1,Robbery,Medium,1
11728,20240707,6,Robbery,Medium,1
11729,20230708,4,Robbery,High,1
11730,20250319,5,Robbery,Medium,1
11731,20210629,3,Assault,Low,0
11732,20250712,2,Cybercrime,Low,0
11733,20251230,1,Cybercrime,High,1
11734,20241202,1,Robbery,Medium,1
11735,20220803,3,Assault,Low,1
11736,20211126,1,Assault,High,1
11737,20220803,1,Robbery,Low,1
11738,20210329,6,Robbery,Low,1
11739,20240426,3,Assault,High,1
11740,20221108,2,Assault,High,1
11741,20240105,1,Assault,High,0
11742,20250708,1,Assault,Medium,1
11743,20240321,2,Robbery,High,0
11744,20211121,7,Assault,Medium,1
11745,20240810,1,Robbery,Medium,1
11746,20210823,3,Assault,Medium,1
11747,20220117,6,Robbery,Medium,1
11748,20210521,7,Cybercrime,High,1
11749,20210215,4,Robbery,Medium,1
11750,20250921,3,Cybercrime,Low,0
11751,20210327,1,Robbery,High,1
11752,20211028,5,Robbery,Medium,1
11753,20240826,5,Robbery,Low,0
11754,20220324,2,Assault,Low,1
11755,20210708,1,Robbery,High,1
11756,20250104,4,Cybercrime,High,1
11757,20230303,2,Robbery,High,1
11758,20211125,1,Assault,Low,0
11759,20220609,5,Cybercrime,Low,1
11760,20230624,1,Cybercrime,Low,0
11761,20221115,1,Cybercrime,Low,0
11762,20231007,2,Assault,High,1
11763,20230609,4,Assault,High,0
11764,20220320,4,Assault,High,1
11765,20231227,6,Assault,High,1
11766,20240510,6,Assault,Medium,1
11767,20231010,1,Cybercrime,Medium,1
11768,20251128,4,Robbery,Low,0
11769,20211116,1,Robbery,Medium,1
11770,20251026,1,Assault,High,0
11771,20220423,1,Cybercrime,High,0
11772,20240807,5,Assault,Medium,1
11773,20241018,4,Cybercrime,Low,1
11774,20230915,1,Cybercrime,Low,1
11775,20220406,3,Cybercrime,Low,0
11776,20250518,7,Assault,Low,0
11777,20230202,1,Robbery,Low,1
11778,20250626,3,Robbery,High,1
11779,20210909,4,Cybercrime,High,0
11780,20250303,7,Robbery,High,1
11781,20220530,6,Robbery,Low,0
11782,20240413,6,Assault,Medium,0
11783,20230325,3,Assault,Medium,0
11784,20240705,2,Robbery,High,1
11785,20210922,6,Assault,Low,1
11786,20251216,3,Assault,Medium,0
11787,20251117,1,Robbery,Medium,0
11788,20210419,2,Cybercrime,High,1
11789,20231031,1,Robbery,High,1
11790,20221123,4,Assault,Low,0
11791,20220405,1,Assault,Low,0
11792,20250430,5,Robbery,Low,0
11793,20250930,2,Assault,Low,1
11794,20220607,2,Assault,Medium,1
11795,20250903,6,Assault,Medium,0
11796,20210105,5,Assault,Low,1
11797,20210819,5,Robbery,Low,0
11798,20240518,4,Assault,Medium,1
11799,20210722,2,Assault,Medium,0
11800,20241230,7,Cybercrime,Medium,1
11801,20241006,6,Robbery,Medium,1
11802,20211231,1,Robbery,Low,0
11803,20240504,1,Robbery,Medium,1
11804,20230911,1,Robbery,Low,1
11805,20211224,1,Cybercrime,Low,1
11806,20210822,1,Cybercrime,High,1
11807,20230410,2,Assault,High,1
11808,20221111,7,Robbery,Low,1
11809,20250309,7,Assault,High,1
11810,20251208,4,Cybercrime,Medium,0
11811,20221209,6,Assault,Low,1
11812,20230524,1,Assault,High,1
11813,20220827,1,Robbery,Low,1
11814,20241212,1,Robbery,Medium,1
11815,20240613,1,Robbery,Medium,1
11816,20241119,4,Assault,Medium,1
11817,20250926,7,Robbery,Medium,1
11818,20220630,7,Assault,Low,1
11819,20251008,4,Cybercrime,Medium,0
11820,20240925,1,Assault,Medium,0
11821,20251106,5,Assault,Medium,1
11822,20250524,1,Cybercrime,Low,1
11823,20230726,1,Assault,High,1
11824,20211230,1,Assault,Low,1
11825,20230213,1,Cybercrime,Medium,1
11826,20231225,4,Robbery,Medium,0
11827,20210727,5,Robbery,Medium,0
11828,20240802,1,Robbery,High,1
11829,20230820,2,Robbery,Medium,1
11830,20250809,7,Cybercrime,Low,1
11831,20220116,1,Assault,Medium,1
11832,20230906,1,Cybercrime,Low,0
11833,20220430,3,Robbery,Medium,1
11834,20231126,7,Assault,High,1
11835,20230325,1,Robbery,Low,1
11836,20231205,1,Robbery,Medium,0
11837,20250920,2,Robbery,Medium,1
11838,20241124,1,Assault,High,1
11839,20240711,1,Cybercrime,High,0
11840,20250714,5,Cybercrime,Medium,0
11841,20210525,2,Robbery,High,1
11842,20220805,1,Robbery,Medium,0
11843,20250105,7,Assault,Low,1
11844,20230306,5,Robbery,Medium,1
11845,20250502,2,Assault,Medium,1
11846,20220722,4,Robbery,Low,1
11847,20240414,2,Robbery,High,0
11848,20210130,7,Cybercrime,Medium,0
11849,20250202,1,Robbery,Medium,1
11850,20220923,1,Assault,Medium,1
11851,20240920,2,Cybercrime,High,1
11852,20220208,4,Robbery,Medium,1
11853,20250413,2,Cybercrime,Medium,1
11854,20241029,4,Cybercrime,Medium,1
11855,20240807,1,Robbery,High,1
11856,20220131,5,Robbery,High,1
11857,20231004,1,Robbery,High,0
11858,20230130,1,Cybercrime,High,1
11859,20230129,5,Robbery,High,1
11860,20221014,4,Assault,Medium,1
11861,20250807,1,Cybercrime,High,1
11862,20231219,7,Cybercrime,Low,1
11863,20240620,6,Robbery,High,1
11864,20240905,7,Robbery,High,1
11865,20240824,7,Assault,Medium,1
11866,20210615,1,Robbery,Low,1
11867,20220717,6,Cybercrime,High,1
11868,20210224,6,Robbery,Low,1
11869,20240505,1,Cybercrime,Medium,0
11870,20211010,1,Assault,Low,0
11871,20211108,1,Assault,Low,1
11872,20210319,6,Robbery,Medium,0
11873,20230422,4,Assault,Low,0
11874,20230216,1,Assault,High,1
11875,20251125,1,Assault,Medium,1
11876,20220113,1,Robbery,High,1
11877,20240930,4,Robbery,Low,1
11878,20211127,2,Assault,High,1
11879,20250630,1,Assault,Medium,1
11880,20220616,1,Robbery,Low,1
11881,20210715,5,Assault,Low,0
11882,20210107,7,Robbery,High,0
11883,20211206,1,Robbery,High,1
11884,20220317,3,Cybercrime,Low,1
11885,20210410,2,Robbery,Medium,1
11886,20241224,1,Robbery,High,1
11887,20221023,1,Assault,High,1
11888,20250614,3,Assault,Medium,1
11889,20240430,1,Cybercrime,Medium,1
11890,20230904,4,Cybercrime,Medium,1
11891,20230419,1,Assault,Medium,1
11892,20220520,1,Cybercrime,Medium,1
11893,20250505,3,Assault,Medium,1
11894,20211210,1,Cybercrime,Medium,1
11895,20220112,1,Assault,High,1
11896,20230213,5,Robbery,Low,1
11897,20240709,7,Robbery,Medium,1
11898,20220512,6,Robbery,High,1
11899,20221204,3,Assault,Medium,1
11900,20210223,5,Robbery,High,0
11901,20250917,1,Cybercrime,High,1
11902,20240208,2,Cybercrime,Low,1
11903,20241116,6,Cybercrime,High,1
11904,20230111,3,Robbery,High,1
11905,20221216,7,Cybercrime,Low,1
11906,20230711,6,Cybercrime,High,1
11907,20220628,3,Cybercrime,Low,0
11908,20220510,1,Cybercrime,High,0
11909,20241225,1,Cybercrime,Medium,1
11910,20210928,3,Robbery,Low,1
11911,20250404,1,Cybercrime,Low,1
11912,20250216,3,Assault,High,1
11913,20220808,4,Robbery,High,1
11914,20210417,1,Robbery,Low,1
11915,20210706,1,Cybercrime,Medium,1
11916,20211217,7,Robbery,Low,0
11917,20250703,1,Robbery,Medium,1
11918,20230128,3,Robbery,Low,1
11919,20230829,3,Cybercrime,High,1
11920,20230324,1,Cybercrime,High,1
11921,20250419,1,Cybercrime,Low,1
11922,20210401,6,Assault,Low,1
11923,20250813,1,Assault,Medium,1
11924,20210627,1,Robbery,Medium,0
11925,20230606,7,Assault,Medium,1
11926,20251230,1,Assault,Medium,1
11927,20230509,1,Assault,Medium,0
11928,20230802,7,Cybercrime,Medium,0
11929,20241230,2,Cybercrime,High,0
11930,20210822,1,Robbery,High,1
11931,20250210,4,Assault,High,0
11932,20250606,6,Assault,High,1
11933,20210806,4,Cybercrime,Low,1
11934,20221227,5,Robbery,Medium,1
11935,20250607,2,Robbery,Medium,1
11936,20211207,4,Assault,Low,0
11937,20230629,2,Assault,High,1
11938,20251002,3,Cybercrime,Low,1
11939,20220820,5,Assault,Medium,1
11940,20220529,1,Robbery,Low,1
11941,20230105,1,Assault,Medium,1
11942,20251001,1,Robbery,High,1
11943,20210802,3,Cybercrime,Medium,1
11944,20230312,1,Assault,Low,1
11945,20210813,5,Assault,High,1
11946,20210223,1,Cybercrime,Low,1
11947,20251022,3,Assault,Low,1
11948,20220102,1,Assault,Medium,1
11949,20220217,1,Robbery,High,1
11950,20210813,5,Robbery,Low,1
11951,20220529,1,Cybercrime,Low,0
11952,20231113,2,Cybercrime,High,1
11953,20240105,7,Cybercrime,High,0
11954,20240707,2,Assault,High,1
11955,20250623,4,Robbery,Medium,1
11956,20240221,1,Assault,Medium,1
11957,20220423,5,Cybercrime,Low,1
11958,20211009,6,Robbery,Low,0
11959,20241216,1,Assault,High,1
11960,20251210,3,Cybercrime,Low,0
11961,20211126,5,Cybercrime,Medium,1
11962,20250409,1,Assault,Medium,1
11963,20230803,7,Robbery,Medium,0
11964,20210623,1,Cybercrime,Low,1
11965,20251124,7,Assault,Low,1
11966,20250718,1,Robbery,High,1
11967,20210926,7,Cybercrime,High,1
11968,20230117,1,Robbery,Medium,1
11969,20230125,6,Cybercrime,Medium,1
11970,20220414,1,Assault,High,0
11971,20240122,2,Robbery,Low,1
11972,20250210,2,Robbery,Medium,0
11973,20240429,4,Cybercrime,Low,0
11974,20230826,1,Assault,High,0
11975,20211220,5,Assault,High,1
11976,20210404,6,Cybercrime,High,1
11977,20210818,1,Cybercrime,Medium,1
11978,20240724,1,Cybercrime,Low,1
11979,20240619,1,Cybercrime,Medium,0
11980,20220107,1,Robbery,High,1
11981,20241114,1,Robbery,Medium,1
11982,20240717,4,Cybercrime,High,1
11983,20230314,1,Assault,Low,1
11984,20240728,1,Robbery,High,1
11985,20250305,1,Robbery,Low,1
11986,20240525,2,Assault,Medium,0
11987,20210422,3,Assault,High,1
11988,20231008,1,Robbery,Low,1
11989,20250720,6,Robbery,Medium,1
11990,20240109,2,Robbery,Low,0
11991,20251004,1,Assault,Medium,1
11992,20250308,6,Cybercrime,Low,1
11993,20210624,6,Cybercrime,High,0
11994,20250621,1,Robbery,Medium,1
11995,20240701,5,Cybercrime,High,0
11996,20220826,2,Assault,Medium,1
11997,20240302,4,Assault,High,1
11998,20240118,5,Cybercrime,High,1
11999,20250315,6,Cybercrime,Medium,1
12000,20210325,1,Cybercrime,Medium,1
12001,20230516,3,Cybercrime,High,1
12002,20240621,1,Cybercrime,Low,1
12003,20210614,1,Robbery,Low,1
12004,20251107,1,Cybercrime,Low,1
12005,20240519,1,Robbery,Low,1
12006,20220421,3,Cybercrime,Medium,1
12007,20240928,7,Robbery,Low,1
12008,20230512,7,Cybercrime,High,1
12009,20250210,4,Robbery,High,1
12010,20240102,1,Robbery,Medium,1
12011,20220620,2,Assault,Low,1
12012,20210409,4,Robbery,Low,1
12013,20210329,1,Cybercrime,High,0
12014,20210804,1,Robbery,Medium,1
12015,20220926,1,Assault,Low,1
12016,20211204,1,Assault,Low,1
12017,20221214,6,Robbery,High,1
12018,20241001,4,Robbery,High,1
12019,20250703,4,Assault,High,0
12020,20251008,1,Cybercrime,High,0
12021,20250605,1,Assault,Medium,1
12022,20230408,1,Robbery,Low,1
12023,20210805,2,Cybercrime,Low,1
12024,20230908,1,Robbery,Low,1
12025,20241014,1,Assault,Low,1
12026,20220705,4,Assault,High,1
12027,20230719,7,Robbery,Medium,0
12028,20220403,2,Robbery,High,1
12029,20220803,6,Robbery,Low,0
12030,20251103,6,Assault,High,0
12031,20231010,3,Robbery,High,1
12032,20211223,1,Cybercrime,Medium,1
12033,20220805,1,Robbery,Medium,0
12034,20240919,7,Assault,Low,1
12035,20210912,3,Robbery,Low,0
12036,20230505,3,Robbery,High,1
12037,20250727,1,Robbery,High,0
12038,20240126,1,Assault,Low,1
12039,20220918,3,Cybercrime,Low,1
12040,20231126,1,Cybercrime,Low,1
12041,20210214,5,Robbery,Low,1
12042,20220507,5,Robbery,High,1
12043,20221122,1,Robbery,Medium,1
12044,20221230,6,Cybercrime,Low,1
12045,20220227,1,Assault,High,1
12046,20230813,1,Cybercrime,Medium,1
12047,20211225,5,Assault,Low,1
12048,20251216,5,Assault,Low,1
12049,20221015,6,Robbery,High,0
12050,20230527,2,Cybercrime,Medium,1
12051,20210921,5,Assault,High,0
12052,20250707,7,Assault,Medium,1
12053,20230923,7,Robbery,Medium,1
12054,20220908,1,Robbery,Low,0
12055,20221015,3,Assault,Low,1
12056,20241111,2,Cybercrime,Medium,0
12057,20250917,4,Assault,High,1
12058,20250415,5,Cybercrime,High,1
12059,20220122,4,Cybercrime,High,1
12060,20210517,5,Robbery,High,1
12061,20211014,1,Robbery,Medium,1
12062,20240123,1,Robbery,Low,0
12063,20240630,1,Cybercrime,Medium,0
12064,20220414,1,Robbery,Medium,1
12065,20240617,6,Robbery,High,0
12066,20210816,3,Cybercrime,Medium,0
12067,20220114,1,Cybercrime,Medium,1
12068,20231005,1,Assault,High,1
12069,20250309,1,Assault,Medium,1
12070,20210524,1,Assault,High,0
12071,20210504,6,Assault,Medium,1
12072,20221122,1,Robbery,Low,1
12073,20231030,1,Cybercrime,Low,0
12074,20210228,6,Robbery,High,0
12075,20231214,3,Assault,Medium,1
12076,20211207,1,Robbery,Low,1
12077,20250516,1,Cybercrime,High,1
12078,20210622,4,Assault,Medium,1
12079,20241124,1,Cybercrime,Medium,1
12080,20240627,1,Cybercrime,Medium,1
12081,20240518,4,Assault,Low,1
12082,20211102,5,Cybercrime,Medium,1
12083,20210406,1,Cybercrime,High,0
12084,20210107,7,Assault,Medium,1
12085,20211122,7,Cybercrime,High,1
12086,20220730,1,Cybercrime,High,1
12087,20211203,4,Cybercrime,High,1
12088,20210428,4,Robbery,High,1
12089,20230801,1,Assault,Medium,1
12090,20220424,1,Assault,High,1
12091,20250109,1,Cybercrime,High,0
12092,20221117,3,Assault,High,0
12093,20220802,1,Assault,High,0
12094,20211018,2,Robbery,Low,0
12095,20210713,2,Cybercrime,Medium,0
12096,20250204,2,Robbery,Medium,1
12097,20230206,5,Robbery,Medium,1
12098,20240723,1,Assault,Low,0
12099,20211119,5,Cybercrime,High,0
12100,20221215,4,Robbery,Medium,0
12101,20220821,4,Assault,High,0
12102,20211117,5,Cybercrime,High,1
12103,20240903,1,Robbery,Medium,0
12104,20240220,1,Cybercrime,Low,1
12105,20250215,7,Assault,High,0
12106,20240820,3,Robbery,High,1
12107,20220506,2,Assault,High,1
12108,20220313,6,Cybercrime,Low,1
12109,20230911,1,Robbery,High,0
12110,20210805,5,Robbery,High,0
12111,20231020,1,Assault,High,0
12112,20230311,1,Robbery,Low,0
12113,20220613,1,Cybercrime,Medium,1
12114,20240330,1,Robbery,Medium,1
12115,20210323,1,Cybercrime,High,1
12116,20220216,2,Cybercrime,High,1
12117,20231013,5,Cybercrime,Low,0
12118,20220503,1,Robbery,Low,1
12119,20230225,2,Assault,Medium,0
12120,20220406,5,Robbery,Medium,1
12121,20231102,1,Assault,Medium,0
12122,20220121,6,Assault,Medium,0
12123,20241006,6,Robbery,High,1
12124,20210503,5,Cybercrime,Low,1
12125,20241014,3,Robbery,Low,0
12126,20250124,4,Cybercrime,High,1
12127,20250825,2,Cybercrime,Low,0
12128,20240211,6,Assault,Low,1
12129,20240510,3,Robbery,Low,1
12130,20210429,6,Assault,High,0
12131,20221111,7,Assault,Low,0
12132,20250501,1,Robbery,Medium,1
12133,20240502,4,Assault,Medium,0
12134,20230323,1,Assault,Low,1
12135,20220322,6,Robbery,High,1
12136,20231010,1,Cybercrime,High,0
12137,20210714,1,Robbery,Low,1
12138,20251122,1,Cybercrime,Low,1
12139,20251013,5,Cybercrime,High,0
12140,20230413,2,Cybercrime,High,1
12141,20220823,7,Assault,Medium,1
12142,20250511,1,Cybercrime,Low,0
12143,20211113,4,Robbery,Low,1
12144,20221218,3,Robbery,Medium,1
12145,20231228,1,Robbery,High,1
12146,20241014,1,Robbery,Medium,1
12147,20231118,2,Assault,Medium,1
